,UNIQUE-ID,ERXN-NUMBER,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
0,RXN-12314,['ENZRXN-19061'],N/A,"['CPD-7557', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-13248', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']",-108.40886
1,RXN-16877,['ENZRXN-24025'],N/A,['Cys-Cys-HlmE'],['4N-2mthio-5oxo-3Spyrrolidine-2-COOH-HlmE'],-29.53003
2,PORPHOBILSYNTH-RXN,"['PORPHOBILSYNTH-ENZRXN', 'ENZRXN66-1464', 'ENZRXN-14115', 'ENZRXN-11916']",['EC-4.2.1.24'],['5-AMINO-LEVULINATE'],"['PROTON', 'WATER', 'PORPHOBILINOGEN']",-33.708138
3,RXN-9204,['ENZRXN-14772'],['EC-2.5.1.74'],"['CPD-21340', 'DIHYDROXYNAPHTHOATE', 'PROTON']","['CPD-12118', 'PPI', 'CARBON-DIOXIDE']",-16.385834
4,RXN-9516,"['ENZRXN-15226', 'ENZRXN3O-10296', 'ENZRXN1G-511', 'ENZRXN-15211']","['EC-2.3.1.179', 'EC-2.3.1.41']","['Butanoyl-ACPs', 'MALONYL-ACP', 'PROTON']","['3-oxo-hexanoyl-ACPs', 'CARBON-DIOXIDE', 'ACP']",-6.862854
5,RXN-20002,N/A,N/A,"['ENTEROBACTIN', 'FE+3']","['FERRIC-ENTEROBACTIN-COMPLEX', 'PROTON']",-29.63234
6,RXN-14284,['ENZRXN0-7678'],['EC-2.4.1.1'],"['MALTOPENTAOSE', 'Pi']","['MALTOTETRAOSE', 'GLC-1-P']",-10.329956
7,RXN-10660,['ENZRXN-16661'],['EC-4.2.1.59'],['3-hydroxy-cis-D9-hexaecenoyl-ACPs'],"['Trans-D3-cis-D9-hexadecenoyl-ACPs', 'WATER']",22.705242
8,RXN-12798,['ENZRXN-19789'],N/A,"['Poly-Gamma-D-Glutamate', 'GLT', 'ATP']","['Poly-Gamma-D-Glutamate', 'ADP', 'Pi']",38.10034
9,2-FUROATE--COA-LIGASE-RXN,['ENZRXN-20049'],['EC-6.2.1.31'],"['CO-A', '2-FUROATE', 'ATP']","['CPD-73', 'PPI', 'AMP']",-12.711792
10,RXN-16758,N/A,N/A,"['ALLYSINE', 'Holo-LYS2-peptidyl-carrier-protein', 'NADP']","['2-Aminoadipyl-LYS2', 'NADPH', 'PROTON']",-100.416565
11,DHDOGALDOL-RXN,"['ENZRXN0-7471', 'ENZRXN-5043', 'ENZRXN-5021']",['EC-4.1.2.51'],['2-DEHYDRO-3-DEOXY-D-GLUCONATE'],"['GLYCERALD', 'PYRUVATE']",2.6399994
12,RXN-9748,"['ENZRXN-15423', 'ENZRXN-15422', 'ENZRXN-15421', 'ENZRXN-15420', 'ENZRXN-15419', 'ENZRXN-15418']",['EC-2.4.1'],"['CPD-12575', 'CPD-10457']","['CPD-10460', 'UDP', 'PROTON']",6.897644
13,RXN-8133,['ENZRXN-12872'],['EC-2.1.1.253'],"['Methylated-MtqC-Proteins', 'CoM']","['Me-CoM', 'MtqC-Proteins', 'PROTON']",30.793365
14,RXN-17245,"['ENZRXN-24437', 'ENZRXN-24435']",['EC-1.1.1.M10'],"['Phthiodiolones', 'NADP']","['Phthiodiolenones', 'NADPH', 'PROTON']",32.605774
15,RXN-14746,N/A,['EC-1.14.14.14'],"['ANDROST4ENE', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['ESTRONE', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'FORMATE', 'PROTON']",-285.94537
16,RXN-10022,['ENZRXN-16023'],['EC-2.3.1.184'],"['S-ADENOSYLMETHIONINE', '3-oxo-hexanoyl-ACPs']","['ACP', '5-METHYLTHIOADENOSINE', 'CPD-10780', 'PROTON']",78.72893
17,GUANOSINE-DIPHOSPHATASE-RXN,"['ENZRXN0-6214', 'ENZRXN-21414']",['EC-3.6.1.42'],"['GDP', 'WATER']","['PROTON', 'GMP', 'Pi']",-6.8129883
18,RXN-17690,['ENZRXN-24795'],['EC-1.10.3.16'],"['CPD-19105', 'OXYGEN-MOLECULE']","['CPD-19106', 'HYDROGEN-PEROXIDE']",-37.02998
19,RXN-16693,['ENZRXN-23878'],['EC-6.3.2'],"['CPD-17994', 'SER', 'ATP']","['CPD-17993', 'ACP', 'AMP', 'PPI', 'PROTON']",229.24109
20,RXN-10100,['ENZRXN-16151'],['EC-5.5.1.7'],['CPD-18475'],"['CPD-10852', 'PROTON']",12.761757
21,RXN-4731,"['ENZRXN-6391', 'ENZRXN-6384']",['EC-2.4.1'],"['CPD-12575', 'CPD-4609']","['PROTON', 'CPD-4610', 'UDP']",4.5176086
22,RXN-7719,"['ENZRXNCEQ-3313', 'ENZRXN-16631', 'ENZRXN-12376']",['EC-1.8.1.4'],"['BCAA-dehydrogenase-DH-lipoyl', 'NAD']","['BCAA-dehydrogenase-lipoyl', 'NADH', 'PROTON']",19.404053
23,RXN-13303,"['ENZRXN-20291', 'ENZRXN-20286']",['EC-4.2.1.134'],['CPD-14276'],"['CPD-14281', 'WATER']",2.1630936
24,RXN-10930,['ENZRXN-16983'],N/A,['CPD-11910'],"['CPD-11905', 'WATER']",69.01102
25,RXN-16625,['ENZRXN-23823'],"['EC-2.3.1.179', 'EC-2.3.1.41']","['7Z-hexadec-7-enoyl-ACPs', 'MALONYL-ACP', 'PROTON']","['9Z-3-oxo-octadec-9-enoyl-ACPs', 'ACP', 'CARBON-DIOXIDE']",-6.862915
26,2.7.1.145-RXN,['ENZRXN-21343'],['EC-2.7.1.145'],"['Deoxy-Ribonucleosides', 'ATP']","['Deoxy-Ribonucleoside-Monophosphates', 'ADP', 'PROTON']",-4.5448
27,RXN0-5293,"['ENZRXN-17932', 'ENZRXN3O-958', 'ENZRXN-16829']",['EC-1.2.1.16'],"['SUCC-S-ALD', 'NAD-P-OR-NOP', 'WATER']","['NADH-P-OR-NOP', 'SUC', 'PROTON']",-26.040588
28,RXN-20019,['ENZRXN0-8516'],N/A,['PROTEIN-S-HYDROXY-CYSTEINE'],['PROT-CYS'],-33.140003
29,RXN-7633,"['ENZRXN-19092', 'ENZRXN-12181']",['EC-2.3.1.140'],"['CPD-6982', 'CAFFEOYL-COA']","['CPD-6981', 'CO-A']",-3.6099854
30,RXN-15226,['ENZRXN-22450'],['EC-5.1.3'],['CPD-16424'],['CPD-16423'],0.
31,MCPMETEST-RXN,['MCPMETEST-ENZRXN'],['EC-3.1.1.61'],"['protein-L-glutamate-O4-methyl-ester', 'WATER']","['Protein-alpha-L-Glutamates', 'METOH', 'PROTON']",31.276237
32,MTDMBARK-RXN,['ENZRXN-363'],['EC-1.5.99'],"['CPD-10', 'Oxidized-Factor-F420', 'PROTON']","['CPD-11', 'Reduced-Factor-F420']",-15.135742
33,3.4.13.19-RXN,"['ENZRXN66-2164', 'ENZRXN66-5593', 'ENZRXN-10101']",['EC-3.4.13.19'],"['WATER', 'DIPEPTIDES']",['Amino-Acids-20'],-21.005234
34,RXN-16557,N/A,['EC-1.3.8.9'],"['CPD-16001', 'ETF-Oxidized', 'PROTON']","['CPD-17813', 'ETF-Reduced']",7.6507874
35,RXN3O-12,N/A,['EC-1.14.13'],"['2-HEXAPRENYL-6-METHOXYPHENOL', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON']","['2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL', 'WATER', 'NADP']",-91.90062
36,RXN-18161,['ENZRXN-17800'],['EC-1.14.14.43'],"['3-METHYLTHIOPROPANALDOXIME', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases', 'GLUTATHIONE']","['CPD-12390', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases']",-89.831726
37,RXN-19864,['ENZRXN-26610'],['EC-3.1.2.M5'],"['MupU-Product', 'WATER']","['CPD-21469', 'ACP', 'PROTON']",404.4677
38,RXN-15707,N/A,['EC-4.2.3.150'],['GERANYLGERANYL-PP'],"['CPD-16930', 'PPI']",-12.449963
39,RXN-18594,['ENZRXN-25603'],['EC-2.7.1.217'],"['ATP', 'CPD-363']","['ADP', 'CPD-19881', 'PROTON']",-16.064026
40,RXN-16426,N/A,N/A,"['N-ACETYL-D-GLUCOSAMINE-16-BIS-P', 'Phosphoacetylglucosamine-Mutase']","['Phosphoacetylglucosamine-Mutase-P', 'N-ACETYL-D-GLUCOSAMINE-1-P']",12.767640
41,RXN-11374,N/A,N/A,"['S-ADENOSYLMETHIONINE', '2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-']","['3-carboxy-3-dimethylammonio-propyl-L-his', 'ADENOSYL-HOMO-CYS', 'PROTON']",-33.652256
42,RXN-8263,"['ENZRXN-13128', 'ENZRXN-13106']",['EC-2.4.1.237'],"['CPD-12575', 'CPD1F-90']","['PROTON', 'CPD-8007', 'UDP']",6.897583
43,RXN-19809,N/A,N/A,"['ATP', 'Fatty-Acid-FAKB']","['ADP', 'Acyl-PO4-FAKB']",N/A
44,RXN-11808,N/A,N/A,"['CPD-12786', 'ACETYL-COA']","['CPD-12787', 'CO-A']",-3.6100159
45,4.1.1.38-RXN,N/A,['EC-4.1.1.38'],"['OXALACETIC_ACID', 'PPI']","['Pi', 'CARBON-DIOXIDE', 'PHOSPHO-ENOL-PYRUVATE']",4.7299805
46,TDCEACT-RXN,"['ENZRXN-21062', 'ENZRXN-12682']",['EC-1.97.1.4'],"['S-ADENOSYLMETHIONINE', 'Formate-acetyltransferase-glycine', 'Reduced-flavodoxins']","['Formate-acetyltrans-glycine-radical', 'CH33ADO', 'MET', 'Flavodoxins-Semiquinones', 'PROTON']",-17.658913
47,SS-BUTANEDIOL-DEHYDROGENASE-RXN,"['ENZRXN-22205', 'ENZRXN-17261', 'ENZRXN-8930', 'ENZRXN-8946']",['EC-1.1.1.76'],"['CPD-346', 'NAD']","['CPD-255', 'NADH', 'PROTON']",1.0817871
48,RXN-8707,['ENZRXN-13822'],['EC-1.14.14'],"['TRYPTAMINE', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['SEROTONIN', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-85.03476
49,FERREDOXIN--NITRITE-REDUCTASE-RXN,['ENZRXN490-326'],['EC-1.7.7.1'],"['AMMONIUM', 'WATER', 'Oxidized-ferredoxins']","['NITRITE', 'Reduced-ferredoxins', 'PROTON']",-6.3854218
50,RXN-16193,N/A,['EC-4.4.1'],"['GLUTATHIONE', 'METHACRYLYL-COA', 'WATER']","['CPD-17439', 'CO-A', 'PROTON']",-11.81134
51,RXN-13839,['ENZRXN-21105'],['EC-1.14.11'],"['345-TRIHYDROXY-37-DIMETHOXYFLAVONE', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['CPD-10527', 'SUC', 'CARBON-DIOXIDE']",-111.06003
52,RXN-16285,['ENZRXN-23513'],['EC-1.1.1.385'],"['CPD-17531', 'NAD']","['CPD-17509', 'NADH', 'PROTON']",-0.37820435
53,ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN,"['ENZRXN-16857', 'ENZRXN-16856', 'ENZRXN-16855']",['EC-2.3.1.144'],"['ANTHRANILATE', 'BENZOYLCOA']","['CPD-423', 'CO-A']",-4.0500793
54,RXN-19036,['ENZRXN-25895'],['EC-1.8.5.8'],"['HS', 'GLUTATHIONE', 'ETR-Quinones']","['CPD-11281', 'ETR-Quinols']",-13.252250
55,RXN-19496,['ENZRXN-26258'],['EC-3.13.1'],['DHB-cysteinyl-Cysteinyl-Carrier-Proteins'],"['DHB-thiazolinyl-PCP', 'WATER']",-3.4947205
56,RXN-16712,N/A,['EC-5.1.3.35'],['CPD-17527'],['CPD-18024'],0.
57,RXN-19515,['ENZRXN-26277'],['EC-2.3.1'],"['CPD-1022', 'CPD0-2108']","['CPD-21027', 'CO-A']",-23.00998
58,RXN66-336,['ENZRXN66-6833'],['EC-2.3.2.2'],"['LEUKOTRIENE-C4', 'Amino-Acids-20']","['5-L-GLUTAMYL-L-AMINO-ACID', 'CPD66-21']",-61.002594
59,RXN-12293,['ENZRXN-18992'],['EC-1.3.1'],"['CPD-8847', 'NADPH', 'PROTON']","['MEK', 'NADP']",-11.96347
60,PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN,['ENZRXN-14557'],['EC-2.3.1.145'],"['PIPERIDINE', 'EE-PIPEROYL-COA']","['PROTON', 'N-EE-PIPEROYL-PIPERIDINE', 'CO-A']",5.99975600e-2
61,RXN-15994,['ENZRXN-23258'],['EC-4.4.1.30'],['Beta-Phycoerythrocyanins-PCB155'],"['Apo-beta-Phycoerythrocyanins', 'CPD-17222']",370.01038
62,RXN-9188,['ENZRXN-14733'],['EC-5.1.3.M5'],['CPD-1078'],['CPD-9756'],0.
63,RXN-19983,['ENZRXN-26702'],N/A,"['CPD-21546', 'NADP']","['CPD-21558', 'NADPH', 'PROTON']",1.2935181
64,RXN-19476,N/A,N/A,"['Holo-Tryptophyl-Carrier-Proteins', 'CPD-21003']","['Trp-Tryptophanyl-Carrier-Proteins', 'AMP', 'PROTON']",-80.34158
65,RXN-14266,N/A,['EC-4.2.1.17'],['3-HYDROXY-ISOVALERYL-COA'],"['CPD-1083', 'WATER']",3.0230103
66,RXN-12774,N/A,['EC-4.2.3.89'],['FARNESYL-PP'],"['CPD-13785', 'PPI']",-27.619995
67,RXN1G-883,['ENZRXN1G-1130'],['|EC-2.3.1.cv|'],"['cis-cis-D17-29-C48-2-ACPs', 'MALONYL-ACP', 'PROTON']","['cis-cis-D19-31-3-oxo-C50-2-ACPs', 'ACP', 'CARBON-DIOXIDE']",-6.862854
68,16-HYDROXYSTEROID-EPIMERASE-RXN,N/A,['EC-5.1.99.2'],['16-ALPHA-HYDROXYSTEROID'],['16-BETA-HYDROXYSTEROID'],0.
69,DEOXYGUANOSINE-KINASE-RXN,"['ENZRXN-21359', 'ENZRXN66-604', 'ENZRXN-21351', 'ENZRXN-21344']","['EC-2.7.1.74', 'EC-2.7.1.113', 'EC-2.7.1.145']","['DEOXYGUANOSINE', 'ATP']","['PROTON', 'DGMP', 'ADP']",-14.815857
70,ADPREDUCT-RXN,"['ADPREDUCT-ENZRXN', 'ENZRXN3O-11416', 'ENZRXNQT-7296', 'ENZRXN66-1637']",['EC-1.17.4.1'],"['DADP', 'Ox-Thioredoxin', 'WATER']","['ADP', 'Red-Thioredoxin']",34.87375
71,RXN-9731,['ENZRXN-15387'],['EC-1.13.11.3'],"['CPD-10418', 'OXYGEN-MOLECULE']","['PROTON', 'CPD-10419']",-98.760605
72,RXN-17223,['ENZRXN-24373'],['EC-1.1.1.M11'],"['CPD-18613', 'NADP']","['CPD-18627', 'NADPH', 'PROTON']",-0.1665802
73,RXN-15891,['ENZRXN-23153'],N/A,"['23DHB-EntB', 'Seryl-EntF']","['Holo-EntB', 'DHB-Seryl-EntF', 'PROTON']",4.3569946
74,RXN-14723,['ENZRXN-17365'],['EC-3.2.1.195'],"['CPD-12099', 'WATER']","['CPD-12100', 'Glucopyranose']",-3.1129303
75,GSDEADENYLATION-RXN,['GSDEADENYLATION-ENZRXN'],['EC-2.7.7.89'],"['Glutamine-synthetase-adenylyl-Tyr', 'Pi']","['Glutamine-synthetase-Tyr', 'ADP']",169.94318
76,RXN1G-637,['ENZRXN1G-106'],['EC-1.1.1.M9'],"['cis-cis-D11-23-3-hydroxyC42-2-ACPs', 'NADP']","['cis-cis-D11-23-3-oxo-C42-2-ACPs', 'NADPH', 'PROTON']",20.375793
77,RXN-17669,N/A,['EC-1.1.1'],"['CPD-19086', 'NAD']","['CPD-10354', 'NADH', 'PROTON']",1.0817871
78,RXN-10083,N/A,['EC-3.1.1.24'],"['CPD-10825', 'WATER']","['CPD-10826', 'PROTON']",8.928757
79,3.4.24.86-RXN,N/A,['EC-3.4.24.86'],"['WATER', 'TNF-alpha']","['active-TNF', 'Peptides-holder']",N/A
80,1.13.11.6-RXN,"['ENZRXN-17814', 'ENZRXN-16790', 'ENZRXN-14225', 'ENZRXN-14214', 'ENZRXN-8321']",['EC-1.13.11.6'],"['3-HYDROXY-ANTHRANILATE', 'OXYGEN-MOLECULE']","['PROTON', '2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI']",-73.25824
81,RXN-4662,['ENZRXN-6306'],['EC-1.5.99'],"['CPD-4441', 'WATER', 'FAD', 'PROTON']","['CPD-4482', 'ADENINE', 'FADH2']",74.21834
82,RXN-15690,['ENZRXN-22975'],['EC-3.1.2.31'],"['CPD-16923', 'WATER']","['Lovastatin-nonaketide-synthase', 'CPD-16907', 'PROTON']",301.75647
83,RXN-13285,"['ENZRXN-20281', 'ENZRXN-20278']",N/A,"['S-ADENOSYLMETHIONINE', 'CPD-14263']","['CPD-14264', 'ADENOSYL-HOMO-CYS', 'PROTON']",-19.860008
84,RXN-10910,['ENZRXN-16964'],['EC-1.4.3.4'],"['CPD-11875', 'WATER', 'OXYGEN-MOLECULE']","['CPD-11876', 'AMMONIUM', 'HYDROGEN-PEROXIDE']",-23.962997
85,RXN-19436,['ENZRXN-26238'],['EC-2.3.1'],"['S-salicyl-PmsE', 'Threonyl-PmsG']","['Salicyl-threonyl-PmsG', 'PmsE', 'PROTON']",4.3569946
86,2.6.1.60-RXN,N/A,['EC-2.6.1.60'],"['GLYOX', 'Aromatic-Amino-Acids']","['GLY', 'Aromatic-Oxoacids']",39.714478
87,RXN0-5217,['ENZRXN0-6345'],['EC-2.5.1'],"['CADAVERINE', 'S-ADENOSYLMETHIONINAMINE']","['PROTON', 'CPD0-1065', '5-METHYLTHIOADENOSINE']",-11.084137
88,RXN1G-488,['ENZRXN1G-168'],['EC-1.3.1.9'],"['Behenoyl-ACPs', 'NAD']","['trans-delta2-behenoyl-ACPs', 'NADH', 'PROTON']",34.414062
89,RXN-7609,"['ENZRXN0-6259', 'ENZRXN-17019', 'ENZRXN-12182']",['EC-3.1.3.5'],"['GMP', 'WATER']","['GUANOSINE', 'Pi']",7.2170105
90,RXN-15205,['ENZRXN-22428'],['EC-2.4.1.255'],"['UDP-N-ACETYL-D-GLUCOSAMINE', 'Glycoprotein-L-serine-or-L-threonine']","['UDP', 'D-Glc-NAc--Glycoproteins', 'PROTON']",-126.627014
91,3.4.21.114-RXN,['ENZRXN-25218'],['EC-3.4.21.114'],"['WATER', 'MONOMER-12959']","['MONOMER-12964', 'MONOMER-12963', 'MONOMER-12962', 'MONOMER-12961', 'MONOMER-12968', 'MONOMER-12967', 'MONOMER-12965', 'MONOMER-12966']",N/A
92,MEVALDATE-REDUCTASE-NADPH-RXN,N/A,['EC-1.1.1.33'],"['MEVALONATE', 'NADP']","['MEVALDATE', 'NADPH', 'PROTON']",1.2935181
93,3.4.11.13-RXN,N/A,"['EC-3.4.11.22', 'EC-3.4.11.13']","['Protein-With-N-Terminal-L-Amino-Acid', 'WATER']","['Amino-Acids-20', 'Peptide-Holder-Alternative']",-21.005234
94,RXN-15512,N/A,N/A,"['Protein-pi-phospho-L-histidines', 'CPD-16758']","['Protein-Histidines', '23-DIPHOSPHOGLYCERATE']",-247.94778
95,RXN1UA-50,['ENZRXN1UA-151'],['EC-1.3.1.113'],"['CPD1UA-44', 'NADP']","['CPD1UA-41', 'NADPH', 'PROTON']",-20.966492
96,RXN-18141,['ENZRXN-25215'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-19447']","['ADENOSYL-HOMO-CYS', 'CPD-19429', 'PROTON']",-4.360016
97,RXN-19147,N/A,['EC-3.4.19.6'],"['CPD-20640', 'WATER']","['5-OXOPROLINE', 'CPD-20641']",-1.0870972
98,RXN-15674,['ENZRXN-22978'],['EC-1.14.14.125'],"['CPD-16905', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-16908', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-85.39476
99,RXN-18570,N/A,['EC-1.1.1.412'],"['CPD-19864', 'NADP']","['CPD-19861', 'NADPH', 'PROTON']",-0.16647339
100,RXN1G-4140,['ENZRXN1G-4617'],['EC-6.2.1'],"['cis-19-CP-37-Mex-38-Me-C59-ACPs', 'ATP', 'WATER']","['CPD1G-204', 'PPI', 'ACP']",1119.1782
101,RXN-11356,"['ENZRXN-17880', 'ENZRXN-12728']",N/A,"['CPD-7526', 'ETR-Quinones']","['CPD-7524', 'ETR-Quinols']",-13.622192
102,RXN-8235,['ENZRXN-21683'],['EC-2.3.1'],"['CPD-7963', 'CAFFEOYL-COA']","['CPD-7965', 'CO-A']",-3.6099854
103,3-OXOACYL-ACP-SYNTH-BASE-RXN,"['3-OXOACYL-ACP-SYNTHII-BASE-ENZRXN', '3-OXOACYL-ACP-SYNTHI-BASE-ENZRXN', 'ENZRXN3O-1082', 'ENZRXN-18349', 'ENZRXN3O-930']","['EC-2.3.1.179', 'EC-2.3.1.41', 'EC-2.3.1.85', 'EC-2.3.1.86']","['ACETYL-ACP', 'MALONYL-ACP', 'PROTON']","['ACP', 'Acetoacetyl-ACPs', 'CARBON-DIOXIDE']",-6.862854
104,RXN-11791,"['ENZRXN0-7907', 'ENZRXN-18320', 'ENZRXN-18312']",['EC-2.7.8.31'],"['CPD-12575', 'CPD-9646']","['UMP', 'CPD-12773']",1.83105470000e-4
105,4-HYDROXYBENZOATE-DECARBOXYLASE-RXN,N/A,['EC-4.1.1.61'],"['PROTON', '4-hydroxybenzoate']","['CARBON-DIOXIDE', 'PHENOL']",-2.0258827
106,RXN-15267,N/A,['EC-6.3.2.42'],"['ATP', 'CPD-420', 'GLT']","['ADP', 'Pi', 'CPD-16471', 'PROTON']",-17.39209
107,SOLDEHYD-RXN,['ENZRXN-2061'],['EC-1.1.1.257'],"['4-SULFOBENZYL-ALCOHOL', 'NAD']","['4-SULFOBENZALDEHYDE', 'PROTON', 'NADH']",0.9918213
108,RXN-8692,N/A,N/A,['CPD-8919'],['CPD-8917'],-17.18
109,RXN-18859,['ENZRXN-25801'],N/A,"['Coelenterazine-CBP', 'CA+2']","['Coelenterazines', 'CBP-Calcium']",-23.409424
110,RXN-16172,"['ENZRXN-23400', 'ENZRXN-23399']",['EC-1.14.19'],"['CPD-17421', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-716', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-95.68182
111,RXN-13813,['ENZRXN-21014'],['EC-2.4.1'],"['CPD-6624', 'CPD-12575']","['CPD-14835', 'UDP', 'PROTON']",6.897644
112,RXN1G-3613,['ENZRXN1G-3777'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'cis-cis-D21-39-C58-2-ACPs', 'WATER']","['cis-D21-39-OH-40-Me-C59-1-ACPs', 'ADENOSYL-HOMO-CYS', 'PROTON']",-63.997498
113,AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN,N/A,['EC-2.3.1.82'],"['CPD-4822', 'ACETYL-COA']","['PROTON', 'N6-ACETYLKANAMYCIN-B', 'CO-A']",-2.793518
114,RXN-19018,N/A,N/A,['GlcNAc-MurNAc-tetrapeptide'],"['CPD0-2292', 'WATER']",43.935303
115,2.7.11.25-RXN,N/A,['EC-2.7.11.25'],"['ATP', 'MAPKK-L-serine-or-L-threonine']","['ADP', 'MAPKK-Ser-or-Thr-phosphate', 'PROTON']",-4.544739
116,RXN-16687,N/A,N/A,['CPD-17926'],"['CPD-17986', 'UNDECAPRENYL-DIPHOSPHATE', 'PROTON']",954.07495
117,RXN-19475,N/A,N/A,"['TRP', 'ATP', 'PROTON']","['CPD-21003', 'PPI']",-64.81150
118,RXN-14906,N/A,"['EC-2.7.11.11', 'EC-2.7.12.1']","['ATP', 'Proteins-L-Threonines']","['ADP', 'Protein-Phosphothreonines', 'PROTON']",-4.544739
119,RXN-12267,['ENZRXN-18927'],['EC-1.3.1'],"['LONG-CHAIN-KETONE', 'NADP']","['Enones', 'NADPH', 'PROTON']",40.585754
120,PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN,"['ENZRXN0-7739', 'ENZRXN-20863', 'ENZRXN-20856', 'ENZRXN-20850']",['EC-3.1.3.60'],"['WATER', 'PHOSPHO-ENOL-PYRUVATE']","['PYRUVATE', 'Pi']",-5.3647766
121,RXN-18701,['ENZRXN-25677'],['EC-2.8.1'],"['Carboxyadenylated-URM1', 'MOCS3-S-sulfanylcysteine', 'Donor-H2']","['Thiocarboxylated-URM1', 'MOCS3-L-cysteine', 'AMP', 'Acceptor', 'PROTON']",N/A
122,RXN-9172,N/A,['EC-5.4.4'],['CPD-9736'],['CPD-9737'],1.42
123,RXN-14249,N/A,['EC-1.1.1.103'],"['THR', 'NAD']","['AMINO-ACETONE', 'CARBON-DIOXIDE', 'NADH']",-3.3482056
124,RXN1G-299,['ENZRXN1G-482'],['EC-1.3.1.118'],"['cis-delta13-lacceroyl-ACPs', 'NAD']","['trans-D2-cis-D13-lacceroyl-ACPs', 'NADH', 'PROTON']",34.414062
125,RXN-12755,['ENZRXN-19736'],['EC-1.14.19.25'],"['CPD-17284', 'OXYGEN-MOLECULE', 'FERROCYTOCHROME-B5', 'PROTON']","['CPD-17282', 'WATER', 'FERRICYTOCHROME-B5']",-52.83528
126,1.8.98.2-RXN,N/A,['EC-1.8.98.2'],"['CPD-7250', 'ATP', 'Protein-Red-Disulfides']","['CPD-7251', 'ADP', 'Pi', 'Protein-Ox-Disulfides', 'PROTON']",70.12634
127,2.4.1.143-RXN,"['ENZRXN-25862', 'ENZRXN66-1937']",['EC-2.4.1.143'],"['UDP-N-ACETYL-D-GLUCOSAMINE', '2-N-linked-Glycan']","['2-2-N-linked-Glycan', 'UDP', 'PROTON']",-126.62695
128,DCYSDESULF-RXN,['DCYSDESULF-ENZRXN'],['EC-4.4.1.15'],"['WATER', 'D-CYSTEINE']","['AMMONIUM', 'PYRUVATE', 'HS']",0.9328728
129,RXN-9704,N/A,N/A,"['CPD-431', 'CPD-12575']","['VITEXIN', 'UDP', 'PROTON']",-9.382446
130,RXN-14312,['ENZRXN8J2-2165'],['EC-1.14.15.13'],"['CPD-15210', 'Reduced-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-15211', 'Oxidized-ferredoxins', 'WATER']",-200.39502
131,RXN-17198,['ENZRXN-24679'],['EC-3.1.1'],"['CPD-18590', 'WATER']","['CPD-11749', 'ACET']",-1.3588829
132,RXN-14706,['ENZRXN-25751'],['EC-2.7.1.181'],"['ATP', 'CPD-15547']","['ADP', 'CPD-15545', 'PROTON']",-7.04126
133,RXN-18546,N/A,N/A,"['CPD-18626', 'PpsAE-PKS-Protein']","['Arachidoyl-PpsAE', 'AMP', 'PROTON']",-357.66183
134,GLYOXI-RXN,"['GLYOXI-ENZRXN', 'ENZRXN-13738', 'ENZRXN-13737', 'ENZRXN-923']",['EC-4.4.1.5'],['S-LACTOYL-GLUTATHIONE'],"['METHYL-GLYOXAL', 'GLUTATHIONE']",10.27
135,RXN-19967,N/A,['|EC-2.4.1.dy|'],"['GDP-MANNOSE', 'CPD-12857']","['CPD-21544', 'GDP', 'PROTON']",13.795288
136,RXN1G-262,['ENZRXN1G-389'],['EC-1.1.1.M9'],"['cis-cis-D7-19-3-hydroxyC38-2-ACPs', 'NADP']","['cis-cis-D7-19-3-oxo-C38-2-ACPs', 'NADPH', 'PROTON']",20.375732
137,RXN-17647,N/A,N/A,"['CPD-19069', 'Reduced-ferredoxins', 'PROTON', 'OXYGEN-MOLECULE']","['CPD-19068', 'Oxidized-ferredoxins', 'WATER']",-90.00226
138,RXN-10058,['ENZRXN-16085'],['EC-3.5.4'],"['PROTON', 'CPD-10809', 'WATER']","['CPD-1086', 'AMMONIUM']",-4.123001
