,UNIQUE-ID,ERXN-NUMBER,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
11805,6-METHYLSALICYLATE-DECARBOXYLASE-RXN,['ENZRXN-22745'],['EC-4.1.1.52'],"['PROTON', 'CPD-637']","['CARBON-DIOXIDE', 'CPD-112']",0.52412796
11806,RXN-18774,['ENZRXN-25752'],['|EC-2.4.1.dh|'],"['GDP-MANNOSE', 'CPD-20069']","['CPD-20070', 'GDP', 'PROTON']",27.590576
11807,RXN-16402,N/A,['EC-6.2.1.3'],"['18-HYDROXYOLEATE', 'CO-A', 'ATP']","['CPD-17370', 'PPI', 'AMP']",-12.711792
11808,RXN-11549,N/A,N/A,"['CPD-12480', 'Methylated-methyl-acceptors']","['CPD-12505', 'Demethylated-methyl-acceptors']",36.462242
11809,RXN-8444,['ENZRXN-13396'],['EC-3.2.2'],"['NICOTINATE_NUCLEOTIDE', 'WATER']","['CPD-15317', 'NIACINE', 'PROTON']",-12.897095
11810,RXN-19220,N/A,N/A,"['CPD-20713', 'Donor-H2']","['CPD-20708', 'WATER', 'Acceptor']",N/A
11811,RXN-12017,['ENZRXN-18509'],['EC-1.13.11.50'],"['CPD-8879', 'OXYGEN-MOLECULE']","['PROTON', 'ACET', 'METHYL-GLYOXAL']",-99.854126
11812,TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN,"['ENZRXN-22613', 'ENZRXN-19868']",['EC-4.1.2.32'],"['PROTON', 'TRIMETHYLAMINE-N-O']","['DIMETHYLAMINE', 'FORMALDEHYDE']",21.279999
11813,RXN-8885,['ENZRXN-14321'],['EC-4.2.1.125'],['CPD-9240'],"['EPOXYSQUALENE', 'WATER']",97.543
11814,RXN-13993,N/A,['EC-3.5.4.38'],"['PROTON', 'Cytidine-In-Single-Stranded-DNAs', 'WATER']","['Uracil-In-Single-Stranded-DNAs', 'AMMONIUM']",18.898132
11815,CARNCOARACE-RXN,N/A,['EC-5.1.1'],['D-CARNITINYL-COA'],['L-CARNITINYL-COA'],0.
11816,RXN-16919,['ENZRXN-24081'],['EC-2.3.1'],"['Fatty-Acids', 'ASN', 'SER', 'MALONYL-COA', 'Aminomalonyl-PCP', 'Hydroxymalonyl-ACP', 'CPD-18251', 'L-ALPHA-ALANINE', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON', 'Polyketide-ACP-Proteins']","['CPD-18264', 'CARBON-DIOXIDE', 'NADP', 'WATER', 'holo-Seryl-Carrier-Proteins', 'ACP', 'CO-A']",-423.78174
11817,RXN-14446,['ENZRXN-21669'],['EC-2.4.1.300'],"['CPD1F-766', 'CPD-15281']","['CPD-15005', 'FERULIC-ACID']",1.7999725
11818,FCLREDUCT-RXN,N/A,N/A,"['CPD-13118', 'NADP']","['GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE', 'NADPH', 'PROTON']",-1.6264648
11819,RXN-19690,['ENZRXN-26467'],['EC-2.4.1'],"['CPD-12575', 'CPD-9482']","['CPD-9493', 'UDP', 'PROTON']",6.8975983
11820,RXN-17414,['ENZRXN-24550'],['EC-1.1.1.393'],"['CPD-12451', 'NADP']","['CPD-12452', 'NADPH', 'PROTON']",-1.6264954
11821,R165-RXN,['ENZRXN-14402'],['EC-1.1.1.154'],"['CPD-1091', 'NAD-P-OR-NOP']","['CPD-389', 'NADH-P-OR-NOP', 'PROTON']",-6.72937
11822,RXN-9395,['ENZRXN-14990'],['EC-1.14.13.105'],"['Iso-dihydrocarvones', 'NADPH', 'PROTON', 'OXYGEN-MOLECULE']","['6-isopropenyl-3-methyloxepan-2-one', 'NADP', 'WATER']",-93.320496
11823,RXN-20163,['ENZRXN0-8515'],['EC-1.8.4.M4'],"['Ox-thioredoxins-1', 'Protein-Dithiols']","['Red-thioredoxins-1', 'Protein-Disulfides']",N/A
11824,RXN-12959,['ENZRXN3O-11436'],['EC-2.7.1.174'],"['CTP', 'DIACYLGLYCEROL']","['CDP', 'L-PHOSPHATIDATE', 'PROTON']",-99.53473
11825,2.3.1.157-RXN,"['GLUCOSAMINE1PACETYL-ENZRXN', 'ENZRXN-26633']",['EC-2.3.1.157'],"['ACETYL-COA', 'GLUCOSAMINE-1P']","['N-ACETYL-D-GLUCOSAMINE-1-P', 'CO-A', 'PROTON']",-6.538269
11826,RXN-9913,['ENZRXN-15760'],N/A,"['2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE', 'WATER']","['PROTON', 'CPD-294', 'CL-']",5.4146423
11827,RXN-14887,N/A,N/A,['CELLULOSE'],['CPD-13205'],350.707
11828,ISOPROPANOL-DEHYDROGENASE-NADP+-RXN,"['ENZRXN-19517', 'ENZRXN-13780']",['EC-1.1.1.80'],"['ISO-PROPANOL', 'NADP']","['ACETONE', 'NADPH', 'PROTON']",-1.9164429
11829,3.1.1.77-RXN,N/A,['EC-3.1.1.77'],"['3-ACYLOXYACYL-GROUP-OF-BACTERIAL-TOXIN', 'WATER']","['3-HYDROXYACYL-GROUP-OF-BACTERIAL-TOXIN', 'Fatty-Acids', 'PROTON']",-17.89824
11830,RXN-17868,['ENZRXN-24951'],['EC-2.3.1.258'],"['ACETYL-COA', 'L-methionyl-L-valyl-Protein']","['N-Ac-L-methionyl-L-valyl-Protein', 'CO-A', 'PROTON']",-15.561096
11831,RXN-15378,N/A,['EC-1.3.5.1'],"['CPD-9612', 'SUC']","['CPD-15301', 'FUM']",15.5
11832,RXN-10628,['ENZRXN-18305'],['EC-1.14.14.113'],"['CPD-8233', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-11422', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-87.274796
11833,RXN-5962,['ENZRXN-12571'],['EC-1.14.14.158'],"['CPD-5661', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD1F-119', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-85.394775
11834,RXN-18296,['ENZRXN-25362'],['EC-2.4.99.2'],"['CMP-N-ACETYL-NEURAMINATE', 'Ganglioside-GT1c']","['Ganglioside-GQ1c', 'CMP', 'PROTON']",-158.06433
11835,RXN-11073,['ENZRXN-17307'],N/A,"['CPD-12022', 'WATER']","['CPD-12023', 'FORMATE', 'PROTON']",-1.1171227
11836,3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN,['ENZRXN-3112'],['EC-1.2.1.7'],"['3-OH-BENZALDEHYDE', 'NADP', 'WATER']","['3-HYDROXYBENZOATE', 'NADPH', 'PROTON']",-14.353577
11837,RXN0-6999,['ENZRXN0-7401'],['EC-6.3.2'],"['EF-P-L-lysine', 'CPD0-1032', 'ATP']","['EF-P-lysyl-lysine', 'AMP', 'PPI', 'PROTON']",-152.77454
11838,RXN-7852,N/A,['EC-2.3.1.206'],"['HEXANOYL-COA', 'MALONYL-COA', 'PROTON']","['CPD-14615', 'CO-A', 'CARBON-DIOXIDE']",15.842041
11839,3.4.21.98-RXN,N/A,['EC-3.4.21.98'],"['viral-precursor-polyprotein', 'WATER']",['viral-precursor-polyprotein-fragments'],N/A
11840,RXN66-356,['ENZRXN66-6864'],['EC-1.14.15'],"['17-ALPHA-HYDROXYPROGESTERONE', 'Reduced-adrenal-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['11-DEOXY-CORTISOL', 'Oxidized-adrenal-ferredoxins', 'WATER']",-79.02527
11841,RXN-15909,N/A,['EC-3.2.1.2'],"['Linear-Malto-Oligosaccharides', 'WATER']",['CPD-15717'],243.80939
11842,RXN-13505,['ENZRXN-20560'],N/A,"['CPD-14498', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-9459', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']",-108.408905
11843,5.4.4.3-RXN,['ENZRXN-18121'],['EC-5.4.4.3'],['3-HYDROXYAMINOPHENOL'],['AMINOHYDROQUINONE'],-6.44
11844,RXN-18756,N/A,N/A,"['CPD-2205', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-20050', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-78.35476
11845,RXN-16376,['ENZRXN-23582'],['EC-4.2.1'],['CPD-14741'],"['CPD-17616', 'WATER']",-16.407007
11846,RXN-11533,N/A,['EC-1.1.99.M3'],"['CPD-12495', 'Acceptor']","['CPD-12496', 'Donor-H2']",N/A
11847,RXN-8428,['ENZRXN-13348'],['EC-4.2.3'],['FARNESYL-PP'],"['CPD-8245', 'PPI']",-72.74997
11848,RXN-19198,N/A,N/A,"['CPD-20690', 'NAD']","['CPD-20691', 'NADH', 'PROTON']",-0.9981842
11849,RXN-11993,['ENZRXN-18481'],['EC-5.1.3'],['CPD-13381'],['CPD-13982'],0.
11850,TRANS-PENTAPRENYLTRANSFERASE-RXN,"['ENZRXN-22135', 'ENZRXN-14782', 'ENZRXN-14641']",['EC-2.5.1.83'],"['FARNESYL-PP', 'DELTA3-ISOPENTENYL-PP']","['ALL-TRANS-HEXAPRENYL-DIPHOSPHATE', 'PPI']",-39.
11851,RXN-8857,['ENZRXN-14283'],['EC-2.3.1'],"['BACCATIN-III', 'CPD-9207']","['CPD-12845', 'CO-A']",-6.106537
11852,RXN-13976,N/A,['EC-2.4.1'],"['CPD-8004', 'CPD-12575']","['CPD-14969', 'UDP']",8.351685
11853,CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,"['ENZRXN-26428', 'ENZRXN-22826', 'ENZRXNQT-30485', 'ENZRXN-18720', 'ENZRXN-18719', 'ENZRXN-15469', 'ENZRXN-14406']",['EC-2.1.1.104'],"['S-ADENOSYLMETHIONINE', 'CAFFEOYL-COA']","['PROTON', 'FERULOYL-COA', 'ADENOSYL-HOMO-CYS']",-4.3601074
11854,RXN-16888,['ENZRXN-24060'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-18212']","['CPD-18207', 'ADENOSYL-HOMO-CYS']",-2.9059029
11855,RXN-14430,['ENZRXN-21639'],['EC-1.14.99.50'],"['CPD-15280', 'L-GAMMA-GLUTAMYLCYSTEINE', 'OXYGEN-MOLECULE']","['CPD-15279', 'WATER']",-90.647
11856,ETHYL-RXN,"['ENZRXN-18760', 'ENZRXN-17672', 'ENZRXN-17664']",['EC-1.14.17.4'],"['PROTON', 'ASCORBATE', 'CPD-68', 'OXYGEN-MOLECULE']","['WATER', 'ETHYLENE-CMPD', 'L-DEHYDRO-ASCORBATE', 'HCN', 'CARBON-DIOXIDE']",-69.29988
11857,RXN-19671,['ENZRXN-26455'],['EC-1.6.5.2'],"['NADH-P-OR-NOP', '2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE', 'PROTON']","['NAD-P-OR-NOP', 'CPD-12831']",11.409348
11858,RXN-17396,['ENZRXN-24522'],['EC-1.1.1.52'],"['DEOXYCHOLATE', 'NAD']","['CPD-18798', 'NADH', 'PROTON']",-0.3781891
11859,RXN-12464,['ENZRXN-19331'],['EC-2.1.1.230'],"['S-ADENOSYLMETHIONINE', '23S-rRNA-adenosine-1067']","['23S-rRNA-2-O-methyladenosine1067', 'ADENOSYL-HOMO-CYS', 'PROTON']",-41.18222
11860,R122-RXN,['ENZRXN-3222'],['EC-3.5.4.43'],"['PROTON', 'HYDROXYATRAZINE', 'WATER']","['N-ISOPROPYLAMMELIDE', 'ETHANAMINE']",7.966999
11861,RXN-9376,N/A,N/A,"['GLY', 'ATP']","['CPD-9993', 'PPI']",-46.34662
11862,RXN-20141,['ENZRXN-26766'],['EC-6.2.1.M31'],"['ATP', 'CPD-12443', 'CO-A']","['Perillyl-CoA', 'AMP', 'PPI']",-12.711731
11863,RXN-12940,"['ENZRXN-19938', 'ENZRXN-19930']",['EC-1.17.1'],"['CPD-13985', 'NAD-P-OR-NOP']","['CPD-13380', 'NADH-P-OR-NOP', 'PROTON']",-21.021729
11864,2.3.1.130-RXN,N/A,['EC-2.3.1.130'],"['FERULOYL-COA', 'D-GALACTARATE']","['CPD-413', 'CO-A']",-3.6099854
11865,RXN-9896,N/A,N/A,['3-HYDROXY-N6N6N6-TRIMETHYL-L-LYSINE'],"['4-TRIMETHYLAMMONIOBUTANAL', 'GLY']",1.6900024
11866,RXN-14867,['ENZRXN-22080'],N/A,"['CPD-15787', 'OXYGEN-MOLECULE', 'Donor-H2', 'PROTON']","['CPD-15789', 'WATER', 'CARBON-DIOXIDE', 'Acceptor']",N/A
11867,ISOBUTYRYL-COA-MUTASE-RXN,N/A,['EC-5.4.99.13'],['ISOBUTYRYL-COA'],['BUTYRYL-COA'],1.81
11868,3-SULFINYL-PYRUVATE-SPON-RXN,N/A,['EC-3.13.1'],"['3-SULFINYL-PYRUVATE', 'WATER']","['PROTON', 'SO3', 'PYRUVATE']",-19.4971
11869,RXN-17844,['ENZRXN-24924'],['EC-2.5.1.38'],"['S-ADENOSYLMETHIONINE', 'CPD-9417']","['CPD-19209', '5-METHYLTHIOADENOSINE', 'PROTON']",-4.3600235
11870,RXN-15362,['ENZRXN-22636'],['EC-3.13.1.4'],"['CPD-16582', 'WATER']","['PROPIONYL-COA', 'SO3', 'PROTON']",-17.414673
11871,RXN-10612,N/A,N/A,['L-THYROXINE'],['CPD-11405'],64.552414
11872,RXN-5643,"['ENZRXN-8422', 'ENZRXN-7983']",['EC-2.1.1.103'],"['S-ADENOSYLMETHIONINE', 'CPD-5441']","['PROTON', 'PHOSPHORYL-CHOLINE', 'ADENOSYL-HOMO-CYS']",-38.160004
11873,RXN-18278,['ENZRXN-25341'],['EC-2.4.1.62'],"['CPD-14553', 'Ganglioside-GD2']","['Ganglioside-GD1b', 'UDP', 'PROTON']",-95.8136
11874,RXN-13474,"['ENZRXN-20508', 'ENZRXN-20501']",['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-8097']","['CPD-14453', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.360016
11875,RXN-11058,['ENZRXN66-18473'],['EC-2.8.2.1'],"['CPD-12014', 'PAPS']","['CPD-12015', '3-5-ADP', 'PROTON']",8.145813
11876,3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN,N/A,['EC-1.14.99.23'],"['OXYGEN-MOLECULE', 'Donor-H2', '3-HYDROXYBENZOATE']","['WATER', 'Acceptor', '2-3-DIHYDROXYBENZOATE']",N/A
11877,RXN0-6974,N/A,['EC-3.4.13.18'],"['CPD-13393', 'WATER']","['GLY', 'MET']",-1.3330078
11878,RXN-7817,N/A,['EC-1.14.13.54'],"['PROGESTERONE', 'NADPH', 'PROTON', 'OXYGEN-MOLECULE']","['CPD-271', 'NADP', 'WATER']",-99.32048
11879,3.4.21.83-RXN,['ENZRXN0-4241'],['EC-3.4.21.83'],"['OLIGOPEPTIDES', 'WATER']",['Peptides-holder'],N/A
11880,RXN66-339,['ENZRXN66-6839'],N/A,"['20A-20B-DIHYDROXY-CHOLESTEROL', 'OXYGEN-MOLECULE', 'Reduced-adrenal-ferredoxins', 'PROTON']","['PREGNENOLONE', '4-METHYLPENTANAL', 'Oxidized-adrenal-ferredoxins', 'WATER']",-87.48227
11881,RXN-15864,N/A,N/A,"['S-ADENOSYLMETHIONINAMINE', 'SPERMIDINE']","['5-METHYLTHIOADENOSINE', 'CPD-16925', 'PROTON']",-14.358246
11882,RXN-13488,['ENZRXN-20517'],['EC-1.14.13.147'],"['CPD-14478', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-14479', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-85.39473
11883,5.1.3.20-RXN,['ENZRXN0-5762'],['EC-5.1.3.20'],['ADP-D-GLYCERO-D-MANNO-HEPTOSE'],['ADP-L-GLYCERO-D-MANNO-HEPTOSE'],0.
11884,RXN-18737,['ENZRXN0-8371'],['EC-1.14.11.33'],"['an-Nsup1sup-methyladenine-in-DNA', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['DNA-Adenines', 'CARBON-DIOXIDE', 'FORMALDEHYDE', 'SUC']",-91.30676
11885,RXN-16341,['ENZRXN-23550'],['EC-2.1.1.M19'],"['S-ADENOSYLMETHIONINE', 'CPD-17592']","['CPD-17593', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3599854
11886,RXN-11516,"['ENZRXN-20055', 'ENZRXN-17944']",['EC-1.14.13.179'],"['3-7-DIMETHYLXANTHINE', 'NADH-P-OR-NOP', 'OXYGEN-MOLECULE', 'PROTON']","['7-METHYLXANTHINE', 'NAD-P-OR-NOP', 'FORMALDEHYDE', 'WATER']",-86.867676
11887,RXN-8411,"['ENZRXN-13320', 'ENZRXN-13316']",['EC-1.14.19.14'],"['Linoleoyl-groups', 'OXYGEN-MOLECULE', 'Donor-H2']","['Calendoyl-Lipid', 'WATER', 'Acceptor']",N/A
11888,RXN-19180,N/A,N/A,"['CPD-17309', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-20675', 'WATER', 'Acceptor']",N/A
11889,RXN-11969,['ENZRXN-18525'],N/A,"['CPD-7978', 'NAD']","['CPD-9762', 'NADH', 'PROTON']",0.9917908
11890,THYROID-HORMONE-AMINOTRANSFERASE-RXN,['ENZRXN-3861'],['EC-2.6.1.26'],"['LIOTHYRONINE', '2-KETOGLUTARATE']","['GLT', 'CPD-176']",1.3241119
11891,RXN-8837,['ENZRXN-14203'],['EC-1.2.1.32'],"['CPD-19778', 'NAD', 'WATER']","['CPD-19779', 'NADH', 'PROTON']",-13.729431
11892,RXN-13959,['ENZRXN-21215'],['EC-2.3.1.215'],"['P-COUMAROYL-COA', 'Anthocyanidin-3-O-beta-D-glucosides', 'PROTON']","['CO-A', 'Anthocyanidin-cinnamoyl-glucosides', 'PROTON']",-65.236755
11893,BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN,"['ENZRXN-24483', 'ENZRXN-20157', 'ENZRXN5F9-2376']",['EC-1.13.11.39'],"['OXYGEN-MOLECULE', 'BIPHENYL-23-DIOL']","['CPD-613', 'PROTON']",-73.53411
11894,RXN-8408,N/A,N/A,"['CPD-8225', 'WATER']","['PROTON', 'FORMATE', 'CL-']",-2.5983734
11895,RXN-19177,['ENZRXN-26054'],['EC-5.5.1'],['CPD-19251'],['CPD-20669'],-42.519897
11896,RXN-11963,N/A,['EC-2.5.1.87'],"['FARNESYL-PP', 'DELTA3-ISOPENTENYL-PP']","['Di-trans-poly-cis-polyprenyl-PP', 'PPI']",N/A
11897,THYMIDYLATE-5-PHOSPHATASE-RXN,N/A,"['EC-3.1.3.89', 'EC-3.1.3.35']","['WATER', 'TMP']","['Pi', 'THYMIDINE']",7.2170105
11898,RXN-8834,N/A,N/A,"['CPD-9156', 'NADP']","['CPD-9155', 'NADPH', 'PROTON']",-9.986480
11899,RXN-13956,['ENZRXN-26421'],['EC-2.1.1.267'],"['S-ADENOSYLMETHIONINE', '5prime-hydroxy-3priime-methoxyflavonoids']","['ADENOSYL-HOMO-CYS', '35-di-O-methylflavonoids']",N/A
11900,BIOCHANIN-A-REDUCTASE-RXN,N/A,['EC-1.3.1.46'],"['NADP', 'DIHYDROBIOCHANIN-A']","['NADPH', 'BIOCHANIN-A', 'PROTON']",-4.630615
11901,RXN-16858,['ENZRXN-24050'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-18183']","['CPD-18182', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3600006
11902,RXN-14412,N/A,['EC-1.1.99'],"['CPD-13722', 'Acceptor']","['CPD-9166', 'Donor-H2']",N/A
11903,ENTDB-RXN,['ENTDB-ENZRXN'],['EC-2.7.8.7'],"['Apo-EntB', 'CO-A']","['Holo-EntB', '3-5-ADP', 'PROTON']",-220.07654
11904,RXN-19644,N/A,N/A,"['CPD-15030', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-21280', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases']",-81.78476
11905,RXN-17373,['ENZRXN-24505'],['EC-4.2.3.155'],['D-SEDOHEPTULOSE-7-P'],"['CPD-18780', 'Pi']",-6.7400208
11906,RXN-12439,['ENZRXN-19268'],['EC-3.1.6'],"['CPD-13445', 'WATER']","['CPD-13458', 'SULFATE', 'PROTON']",-51.991272
11907,QUERCETIN-3-O-METHYLTRANSFERASE-RXN,"['ENZRXN-21173', 'ENZRXN-21170', 'ENZRXN-15493']",['EC-2.1.1.76'],"['S-ADENOSYLMETHIONINE', 'CPD-520']","['PROTON', 'ADENOSYL-HOMO-CYS', '3457-TETRAHYDROXY-3-METHOXYFLAVONE']",-4.3600388
11908,RXN-9352,['ENZRXN-14878'],N/A,"['CPD-9960', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON']","['CPD-9962', 'WATER', 'NADP']",-104.097534
11909,RXN-20119,['ENZRXN-26759'],['EC-1.3.1.72'],"['CPD-8610', 'NADP']","['44-DIMETHYL-824-CHOLESTADIENOL', 'NADPH', 'PROTON']",13.613510
11910,RXN-12915,['ENZRXN-19895'],N/A,"['Co2-MtmC-Proteins', 'Reduced-ferredoxins', 'ATP', 'WATER']","['MtmC-Proteins', 'Oxidized-ferredoxins', 'ADP', 'Pi', 'PROTON']",-8.223022
11911,2.1.1.97-RXN,N/A,['EC-2.1.1.97'],"['S-ADENOSYLMETHIONINE', '3-HYDROXY-ANTHRANILATE']","['PROTON', 'ADENOSYL-HOMO-CYS', 'CPD-403']",-20.639984
11912,RXN-9876,N/A,N/A,['CPD-10621'],"['PROTON', 'CPD-10622', 'CL-']",15.881763
11913,RXN-14849,N/A,N/A,['D-talopyranoses'],['CPD-15760'],2.319992
11914,IMIDPHOSDEHYD-RXN,"['IMIDPHOSDEHYD-ENZRXN', 'ENZRXN-13379', 'ENZRXN-2789']",['EC-4.2.1.19'],['D-ERYTHRO-IMIDAZOLE-GLYCEROL-P'],"['IMIDAZOLE-ACETOL-P', 'WATER']",-10.626984
11915,RXN-1781,['ENZRXN-2282'],['EC-2.4.1.99'],['SUCROSE'],"['1-KESTOTRIOSE', 'Glucopyranose']",-7.3600464
11916,RXN-15337,N/A,N/A,"['CPD-12829', 'Acceptor']","['PLASTOQUINONE-9', 'Donor-H2']",N/A
11917,RXN-10483,['ENZRXN-16518'],['EC-4.2.3.53'],['CPD-11293'],"['CPD-11287', 'PPI']",-34.339966
11918,RXN-5445,N/A,['EC-1.2.1'],"['3-INDOLEGLYOXAL', 'WATER', 'Acceptor']","['INDOLE-3-GLYOXYLATE', 'Donor-H2', 'PROTON']",N/A
11919,RXN-18257,"['ENZRXN-25317', 'ENZRXN-25309']",['EC-2.4.1.65'],"['CPD-13118', 'aNeuAc-23-bGal-13-bGlcNAC-R']","['sLea-Antigen', 'PROTON', 'GDP']",-95.81348
11920,RXN-13452,['ENZRXN-20470'],['EC-2.4.1.91'],"['CPD-12575', 'CPD-14427']","['UDP', 'CPD-14434', 'PROTON']",-3.5823975
11921,RXN-11032,"['ENZRXN-22206', 'ENZRXN-17259', 'ENZRXN-8950', 'ENZRXN-8949']",['EC-1.1.1.304'],"['CPD-255', 'NAD']","['DIACETYL', 'NADH', 'PROTON']",3.541809
11922,26DICHDIOX-RXN,['ENZRXN-2241'],N/A,"['26-DICHLORO-P-HYDROQUINONE', 'OXYGEN-MOLECULE', 'WATER']","['PROTON', '2-CHLOROMALEYLACETATE', 'CL-']",-91.72536
11923,RXN0-6720,['ENZRXN0-6604'],N/A,"['CPD0-2467', 'WATER']",['CPD0-2468'],9.207000
11924,RXN-7792,"['ENZRXN66-19632', 'ENZRXN-17663', 'ENZRXN-12501']",['EC-2.3.1'],"['CPD-13612', 'ACYL-COA']","['CPD3DJ-82', 'CO-A', 'PROTON']",-77.18787
11925,3.4.21.65-RXN,N/A,['EC-3.4.21.65'],"['WATER', 'General-Protein-Substrates']",['Peptides-holder'],-12.679367
11926,RXN66-304,N/A,N/A,"['CPD-4568', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-4573', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-92.76184
11927,RXN-15823,['ENZRXN-24696'],N/A,"['CPD-17077', 'ETR-Quinones']","['CPD-17078', 'ETR-Quinols']",-16.86224
11928,RXN-18715,N/A,N/A,"['CPD-19992', 'WATER', 'PROTON']","['CPD-19993', 'AMMONIUM']",33.88704
11929,RXN-16305,['ENZRXN-23529'],['EC-1.3.98.M5'],"['CPD-17567', 'Oxidized-Factor-F420', 'PROTON']","['CPD-17566', 'Reduced-Factor-F420']",-6.273987
11930,RXN-11484,"['ENZRXN-17865', 'ENZRXN-21067']",['EC-2.3.1.47'],"['Pimeloyl-ACPs', 'L-ALPHA-ALANINE', 'PROTON']","['8-AMINO-7-OXONONANOATE', 'CARBON-DIOXIDE', 'ACP']",96.59836
11931,RXN-8380,N/A,N/A,"['Elemental-Sulfur', 'CPD-846']","['Polysulfides', 'PROTON']",N/A
11932,RXN-19159,N/A,N/A,"['CPD-464', 'NADPH', 'PROTON']","['CPD-20653', 'NADP', 'PPI']",-8.193527
11933,RXN-11937,N/A,N/A,"['CPD-12912', 'FERROCYTOCHROME-B5', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-12914', 'FERRICYTOCHROME-B5', 'WATER']",-101.90463
11934,5-AMINOPENTANAMIDASE-RXN,['ENZRXN-12956'],['EC-3.5.1.30'],"['WATER', '5-AMINOPENTANAMIDE']","['5-AMINOPENTANOATE', 'AMMONIUM']",-4.713009
11935,THIOPURINE-S-METHYLTRANSFERASE-RXN,['ENZRXN66-1098'],['EC-2.1.1.67'],"['S-ADENOSYLMETHIONINE', 'Thiopurines']","['ADENOSYL-HOMO-CYS', 'Thiopurine-Methylethers', 'PROTON']",-13.150010
11936,RXN-8818,"['ENZRXN-16353', 'ENZRXN-16330', 'ENZRXN-14186']",['EC-1.13.11.74'],"['2-AMINOPHENOL', 'OXYGEN-MOLECULE']","['PROTON', '2-AMINOMUCONATE_SEMIALDEHYDE']",-73.514114
11937,RXN-13940,['ENZRXN-21183'],N/A,['CPD-7061'],['CPD-10296'],77.005066
11938,BETA-ALANOPINE-DEHYDROGENASE-RXN,['ENZRXN-22109'],['EC-1.5.1.26'],"['WATER', 'NAD', 'CPD-311']","['NADH', 'PYRUVATE', 'B-ALANINE', 'PROTON']",6.318756
11939,RXN-16840,"['ENZRXN-24010', 'ENZRXN-24007']",['EC-2.4.1'],"['ISOVITEXIN', 'CPD-14553']","['CPD-18158', 'UDP']",8.351685
11940,RXN-14393,"['ENZRXN0-7691', 'ENZRXN0-8280']",['EC-1.1.1.211'],"['CPD0-1163', 'NAD']","['CPD-15244', 'NADH', 'PROTON']",1.0817871
11941,DTDPDEHYRHAMREDUCT-RXN,"['ENZRXN-26513', 'ENZRXN-22938', 'ENZRXN-20685']",['EC-1.1.1.133'],"['DTDP-RHAMNOSE', 'NADP']","['DTDP-DEOH-DEOXY-MANNOSE', 'NADPH', 'PROTON']",-1.6263428
11942,RXN-19627,['ENZRXN-26380'],['EC-3.4.19.13'],"['CPD-21241', 'WATER']","['CPD-21134', 'GLT']",-0.46300507
11943,RXN-17349,['ENZRXN-24488'],['EC-1.14.13.M16'],"['CPD-8958', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-18756', 'METOH', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases']",-87.072495
11944,RXN-12419,['ENZRXN-19231'],['EC-2.4.1.168'],"['CPD-12575', '1-4-beta-D-Glucan']","['1-4-beta-D-Glucan', 'UDP']",62.237427
11945,PYRITHIAMIN-DEAMINASE-RXN,N/A,['EC-3.5.4.20'],"['CPD-13586', 'WATER', 'PROTON']","['CPD-13587', 'AMMONIUM']",3.7170258
