,entry,product
349,2.5.1.138,"['C21495', 'C21496', 'C00341', 'C09315', 'C09263']"
350,2.5.1.148,"['C22055', 'C03427', 'C00353', 'C03427']"
351,2.5.1.149,"['C22056', 'C22057', 'C00235', 'C05432', 'C22056']"
352,2.5.1.150,"['C22058', 'C22060', 'C00235', 'C05432', 'C22059']"
353,2.6.1.52,"['C03232', 'C00025', 'C06054', 'C01005', 'C00026', 'C06055']"
354,2.6.1.82,"['C15668', 'C00025', 'C00555', 'C00134', 'C00026', 'C00555']"
355,2.6.1.96,"['C00232', 'C00041', 'C00037', 'C00334', 'C00022', 'C00048']"
356,2.6.1.114,"['C00026', 'C21805', 'C21803', 'C21804', 'C00025', 'C21803', 'C21804']"
357,2.6.99.1,"['C12347', 'C00039', 'C00131', 'C02270', 'C00286']"
358,2.7.1.151,"['C01284', 'C11555', 'C01245', 'C11555']"
359,2.7.1.159,"['C01272', 'C04477', 'C01243']"
360,2.7.1.178,"['C04442', 'C01286', 'C00204', 'C01216']"
361,2.7.1.214,"['C17697', 'C21218', 'C17696', 'C21371']"
362,2.7.1.217,"['C21611', 'C21610', 'C21612', 'C03064']"
363,2.7.2.2,"['C00169', 'C01563', 'C00288', 'C01563']"
364,2.7.4.14,"['C00705', 'C00239', 'C00105']"
365,2.7.4.21,"['C11526', 'C20690', 'C01204', 'C11174']"
366,2.7.4.24,"['C20690', 'C11174', 'C11526', 'C01204']"
367,2.7.7.72,"['C19085', 'C19080', 'C02211', 'C00063', 'C19078', 'C19080']"
368,2.7.7.79,['C00044']
369,2.7.7.86,"['C20640', 'C00044']"
370,2.7.7.102,"['C00201', 'C06604']"
371,2.7.8.26,"['C00144', 'C00194', 'C21153', 'C06510', 'C05775', 'C04778']"
372,2.7.8.38,"['C00055', 'C20628', 'C00065', 'C20627']"
373,2.7.8.42,"['C00641', 'C21173', 'C21174', 'C00350', 'C06026', 'C06025']"
374,2.7.8.43,['C00165']
375,2.8.1.2,"['C00022', 'C00283', 'C00343', 'C00957', 'C00342']"
376,2.8.1.7,"['C00041', 'C21440', 'C15812', 'C15811', 'C00097', 'C02743', 'C15811', 'C15812']"
377,2.8.2.14,"['C00054', 'C11301', 'C03642', 'C00053', 'C15557', 'C02592']"
378,2.8.2.24,"['C00054', 'C02153', 'C05837', 'C00053', 'C01069', 'C16517']"
379,2.8.2.33,"['C00054', 'C00053']"
380,2.8.3.20,"['C00042', 'C20746', 'C20747', 'C00091', 'C02612', 'C00497']"
381,2.8.3.21,"['C04114', 'C20750', 'C01181', 'C20748', 'C00318', 'C20749']"
382,2.8.3.22,"['C00042', 'C04348', 'C01011', 'C00091', 'C00149', 'C02614']"
383,2.8.3.25,"['C03990', 'C01794', 'C04483', 'C21449', 'C00695', 'C15560']"
384,2.8.4.3,"['C00073', 'C05198']"
385,2.8.4.4,"['C00073', 'C05198']"
386,2.8.4.5,"['C00073', 'C05198']"
387,2.8.5.2,"['C21815', 'C00126', 'C21899', 'C21972', 'C00320', 'C00125', 'C21898']"
388,3.1.1.59,"['C20992', 'C00132', 'C16504', 'C19613', 'C09694']"
389,3.1.1.79,"['C01885', 'C00060', 'C00165', 'C00116', 'C00165', 'C00422', 'C01885']"
390,3.1.1.80,"['C06542', 'C00033', 'C11810', 'C15985', 'C11809']"
391,3.1.1.82,"['C18064', 'C00132', 'C18021']"
392,3.1.1.83,"['C11417', 'C18067', 'C11414', 'C18066']"
393,3.1.1.94,"['C20507', 'C00033', 'C20508', 'C20505', 'C20506']"
394,3.1.1.104,"['C22035', 'C22037', 'C22034', 'C22036']"
395,3.1.3.56,"['C01220', 'C01243', 'C01245', 'C01272']"
396,3.1.3.73,"['C00194', 'C05775', 'C21153', 'C04778']"
397,3.1.3.75,"['C00189', 'C00114', 'C00346', 'C00588']"
398,3.1.3.77,"['C15606', 'C15651', 'C15650', 'C15651']"
399,3.1.3.91,"['C00475', 'C03998', 'C00055']"
400,3.1.4.56,"['C05925', 'C20566', 'C20567']"
401,3.1.4.57,['C20440']
402,3.1.6.20,"['C21898', 'C00059', 'C21814', 'C21815', 'C21899']"
403,3.1.11.7,NA
404,3.2.1.169,"['C02189', 'C00140', 'C19803', 'C19802']"
405,3.2.1.182,"['C04720', 'C00031', 'C15770', 'C04831', 'C15772']"
406,3.2.1.191,['C00031']
407,3.2.1.192,"['C20778', 'C00031', 'C20725', 'C20713', 'C20725']"
408,3.2.1.193,['C00031']
409,3.2.1.194,['C00031']
410,3.2.1.204,['C00252']
411,3.2.1.207,['C00221']
412,3.2.2.6,"['C00301', 'C00153', 'C13050', 'C13050']"
413,3.2.2.19,"['C00301', 'C00613', 'C00062', 'C16011', 'C01201']"
414,3.3.2.2,"['C00071', 'C00670', 'C01233', 'C04517', 'C04635']"
415,3.3.2.9,"['C21776', 'C16014', 'C21775']"
416,3.3.2.11,"['C15992', 'C05418']"
417,3.4.19.16,['C00025']
418,3.5.1.14,"['C00060', 'C02882', 'C00033']"
419,3.5.1.38,"['C00025', 'C00049', 'C00064', 'C00152']"
420,3.5.1.46,"['C02378', 'C20988', 'C01255']"
421,3.5.1.99,"['C00219', 'C00189', 'C00712', 'C11695', 'C19670']"
422,3.5.1.100,"['C19780', 'C00099', 'C19778', 'C19779']"
423,3.5.1.101,"['C00148', 'C19809', 'C19781']"
424,3.5.1.109,"['C00162', 'C01190']"
425,3.5.1.110,"['C20249', 'C01563', 'C20250', 'C20231', 'C01563', 'C20232']"
426,3.5.1.114,"['C01021', 'C00060', 'C05726', 'C00033', 'C20735', 'C05727']"
427,3.5.1.124,"['C00613', 'C01432', 'C02188', 'C02743']"
428,3.5.3.21,"['C06384', 'C06382', 'C06383', 'C06381', 'C06382', 'C06383']"
429,3.5.4.5,"['C00299', 'C00526', 'C00475', 'C00881']"
430,3.5.4.17,"['C00130', 'C00104', 'C00081']"
431,3.5.4.45,"['C08733', 'C08734', 'C08737', 'C08733']"
432,3.5.5.4,"['C00049', 'C00152', 'C02512', 'C00152']"
433,3.5.99.2,"['C01279', 'C04294', 'C20267', 'C00378']"
434,3.5.99.7,"['C00109', 'C17234', 'C20905', 'C01234', 'C17234', 'C20905']"
435,3.5.99.10,"['C00109', 'C00022', 'C20905', 'C20904']"
436,3.6.1.5,"['C01117', 'C00454', 'C00201', 'C00454']"
437,3.6.1.53,"['C00055', 'C00588', 'C00117', 'C00307', 'C00301']"
438,3.6.1.60,"['C20198', 'C03483', 'C20190', 'C04058']"
439,3.6.1.61,"['C20190', 'C04058', 'C01260']"
440,3.6.1.64,"['C00130', 'C06196', 'C00104', 'C01344']"
441,3.6.1.65,"['C00055', 'C00239', 'C00063', 'C00458']"
442,3.6.1.66,"['C00655', 'C06196', 'C00130', 'C00700', 'C01345', 'C00081']"
443,3.7.1.14,"['C00042', 'C00122', 'C04479', 'C12624']"
444,3.7.1.21,"['C06714', 'C09825', 'C09821', 'C09825']"
445,3.8.1.10,"['C02489', 'C00462', 'C15565', 'C02103', 'C15564']"
446,3.8.1.11,"['C15565', 'C00462', 'C02489', 'C02103', 'C15564']"
447,3.13.1.5,"['C00283', 'C07331', 'C19033', 'C07331']"
448,4.1.1.28,"['C03758', 'C00780', 'C00355', 'C00643']"
449,4.1.1.68,NA
450,4.1.1.93,"['C19907', 'C00288', 'C05942']"
451,4.1.1.96,"['C03375', 'C00315', 'C18174', 'C18172']"
452,4.1.1.102,"['C05627', 'C07083', 'C17883', 'C00811', 'C00423', 'C01494']"
453,4.1.1.104,"['C00111', 'C21611', 'C21610']"
454,4.1.2.42,"['C00037', 'C00084', 'C00820', 'C12317']"
455,4.1.2.47,"['C01326', 'C00193']"
456,4.1.2.48,"['C00037', 'C00084', 'C00188', 'C05519']"
457,4.1.2.55,"['C00022', 'C00118', 'C04442', 'C01286']"
458,4.1.3.17,"['C00022', 'C00036', 'C06033', 'C04115']"
459,4.1.3.24,"['C00024', 'C00048', 'C00100', 'C04348', 'C06027']"
460,4.1.3.41,"['C00037', 'C00048', 'C19813', 'C19838']"
461,4.1.99.1,"['C00463', 'C00022', 'C02218', 'C20904', 'C00078', 'C02218', 'C20904']"
462,4.1.99.2,"['C00146', 'C00022', 'C02218', 'C20904', 'C00082', 'C02218', 'C20904']"
463,4.2.1.3,"['C00311', 'C00417', 'C00158', 'C00417']"
464,4.2.1.20,"['C00078', 'C00118', 'C00463', 'C00065', 'C03506', 'C00463']"
465,4.2.1.33,"['C02504', 'C02631', 'C04411', 'C02631']"
466,4.2.1.93,"['C04856', 'C04899']"
467,4.2.1.104,"['C01563', 'C01417', 'C00288', 'C01563']"
468,4.2.1.105,"['C10208', 'C06563', 'C15567', 'C12631']"
469,4.2.1.110,"['C19822', 'C19821', 'C06485', 'C19822']"
470,4.2.1.114,"['C05662', 'C04002', 'C01251', 'C04002']"
471,4.2.1.131,"['C05432', 'C19795', 'C19795', 'C19894']"
472,4.2.1.136,"['C04856', 'C04899']"
473,4.2.1.140,"['C00204', 'C01216', 'C00257', 'C00880']"
474,4.2.1.155,"['C00084', 'C00409', 'C20968', 'C05989', 'C00222', 'C20955', 'C20968', 'C05989', 'C00222']"
475,4.2.1.159,"['C06620', 'C11930', 'C11907', 'C11930']"
476,4.2.1.161,NA
477,4.2.1.165,"['C02139', 'C18152', 'C18154', 'C18153']"
478,4.2.1.166,NA
479,4.2.1.168,"['C20612', 'C00026', 'C01222', 'C00025']"
480,4.2.1.170,NA
481,4.2.3.67,"['C19753', 'C19754', 'C00448']"
482,4.2.3.188,"['C21716', 'C21717', 'C21718', 'C04217', 'C01230', 'C04216']"
483,4.3.1.9,"['C00204', 'C20844', 'C20845', 'C03752', 'C20844', 'C20845']"
484,4.3.1.13,"['C00022', 'C02218', 'C20904', 'C03015', 'C02218', 'C20904']"
485,4.3.1.17,"['C00022', 'C02218', 'C20904', 'C00065', 'C02218', 'C20904']"
486,4.3.1.18,"['C00022', 'C02218', 'C20904', 'C00740', 'C02218', 'C20904']"
487,4.3.1.19,"['C00109', 'C17234', 'C20905', 'C00188', 'C17234', 'C20905']"
488,4.3.1.25,"['C00423', 'C00811', 'C00079', 'C00082']"
489,4.3.2.2,"['C00122', 'C04677', 'C03794', 'C04823']"
490,4.3.2.10,"['C04677', 'C04666', 'C00025', 'C04916', 'C00064']"
491,4.3.3.6,"['C00025', 'C00117', 'C00118', 'C00064']"
492,4.4.1.1,"['C00097', 'C00109', 'C17234', 'C20905', 'C02291', 'C17234', 'C20905']"
493,4.4.1.2,"['C00283', 'C00109', 'C17234', 'C20905', 'C00155', 'C17234', 'C20905']"
494,4.4.1.11,"['C00409', 'C00109', 'C17234', 'C20905', 'C00073', 'C17234', 'C20905']"
495,4.4.1.13,"['C00145', 'C00022', 'C02218', 'C20904', 'C02882', 'C02218', 'C20904']"
496,4.4.1.23,"['C03576', 'C11507', 'C11496', 'C11498']"
497,4.4.1.25,"['C00022', 'C02218', 'C20904', 'C00506', 'C02218', 'C20904']"
498,4.4.1.28,"['C00283', 'C00022', 'C02218', 'C20904', 'C00097', 'C02218', 'C20904']"
499,4.4.1.29,NA
500,4.4.1.30,NA
501,4.4.1.35,"['C01962', 'C00022', 'C02218', 'C20904', 'C00491', 'C02218', 'C20904']"
502,4.4.1.36,"['C05570', 'C00022', 'C21731', 'C20994', 'C21731']"
503,4.4.1.37,"['C21878', 'C21877', 'C21767', 'C21879', 'C21851', 'C21877', 'C21878', 'C21879']"
504,4.5.1.2,"['C00022', 'C00698', 'C02218', 'C20904', 'C02634', 'C02218', 'C20904']"
505,4.6.1.18,NA
506,4.6.1.19,['C00046']
507,4.6.1.20,NA
508,4.6.1.21,NA
509,4.99.1.10,"['C05797', 'C00305', 'C18021', 'C05306', 'C02139']"
510,5.1.1.14,"['C17351', 'C01941', 'C17352', 'C00927']"
511,5.1.1.22,"['C21513', 'C21514', 'C08269', 'C10172']"
512,5.1.3.31,"['C00764', 'C00095', 'C00795', 'C06468']"
513,5.1.99.6,"['C04856', 'C04899', 'C20482', 'C20483']"
514,5.3.1.35,"['C21612', 'C03064', 'C21618', 'C21617']"
515,5.3.3.8,NA
516,5.3.99.8,"['C08585', 'C08584', 'C08614', 'C08579']"
517,5.4.2.11,"['C00197', 'C01159', 'C00631', 'C01159']"
518,5.4.3.3,"['C01186', 'C05161', 'C01142', 'C00739']"
519,5.5.1.24,"['C15882', 'C15883', 'C20737', 'C20738', 'C14151', 'C02483', 'C14156', 'C14155']"
520,5.5.1.27,"['C00679', 'C20896', 'C21095']"
521,6.1.2.2,"['C18001', 'C20684', 'C20699', 'C00397', 'C00169', 'C20684', 'C01822']"
522,6.2.1.7,"['C01794', 'C00695']"
523,6.2.1.39,['C00025']
524,6.2.1.49,['C00638']
525,6.2.1.50,"['C21497', 'C00156', 'C21497']"
526,6.2.1.51,"['C21446', 'C21448']"
527,6.2.1.53,"['C20656', 'C00148', 'C20656']"
528,6.2.1.54,['C00133']
529,6.2.1.55,"['C21901', 'C21900', 'C21901']"
530,6.3.1.9,"['C05730', 'C02090', 'C00051', 'C00315', 'C05730']"
531,6.3.1.10,"['C06509', 'C06508', 'C06507', 'C04122', 'C03194']"
532,6.3.1.20,"['C16237', 'C16238', 'C16241', 'C16240', 'C16238']"
533,6.3.2.47,"['C20962', 'C20963', 'C20964', 'C20965', 'C20966', 'C00183', 'C00407', 'C00123', 'C20967']"
534,6.3.4.2,"['C00063', 'C00025', 'C00075', 'C00064']"
535,6.3.4.16,"['C00169', 'C20969', 'C01563', 'C00288', 'C20969', 'C01563']"
536,6.3.5.2,"['C00144', 'C00025', 'C00655', 'C00064']"
537,6.3.5.4,"['C00152', 'C00025', 'C00049', 'C00064']"
538,6.3.5.5,"['C00025', 'C00169', 'C20969', 'C01563', 'C00064', 'C00288', 'C20969', 'C01563']"
539,6.3.5.11,"['C06504', 'C00025', 'C19724', 'C05773', 'C00064', 'C19724']"
540,6.5.1.1,['C00039']
541,6.5.1.2,['C00039']
542,6.5.1.3,['C00046']
543,6.5.1.4,NA
544,6.5.1.5,"['C00144', 'C00044']"
545,6.5.1.6,['C00039']
546,6.5.1.7,"['C00039', 'C00144', 'C00044']"
547,6.5.1.8,"['C00046', 'C00144', 'C00044']"
548,7.1.1.7,"['C00399', 'C05359', 'C00390', 'C05359']"
