,entry,product
3236,4.2.1.140,C00880
3237,4.2.1.155,C00084
3238,4.2.1.155,C00409
3241,4.2.1.155,C20968
3242,4.2.1.155,C05989
3243,4.2.1.155,C00222
3244,4.2.1.155,C20955
3249,4.2.1.159,C06620
3251,4.2.1.159,C11930
3252,4.2.1.159,C11907
3255,4.2.1.165,C02139
3257,4.2.1.165,C18152
3258,4.2.1.165,C18154
3259,4.2.1.165,C18153
3262,4.2.1.168,C20612
3263,4.2.1.168,C00026
3266,4.2.1.168,C01222
3267,4.2.1.168,C00025
3270,4.2.3.67,C19753
3272,4.2.3.67,C19754
3273,4.2.3.67,C00448
3274,4.2.3.188,C21716
3276,4.2.3.188,C21717
3277,4.2.3.188,C21718
3278,4.2.3.188,C04217
3279,4.2.3.188,C01230
3280,4.2.3.188,C04216
3281,4.3.1.9,C00204
3283,4.3.1.9,C20844
3285,4.3.1.9,C20845
3286,4.3.1.9,C03752
3290,4.3.1.13,C00022
3293,4.3.1.13,C02218
3294,4.3.1.13,C20904
3295,4.3.1.13,C03015
3299,4.3.1.17,C00022
3301,4.3.1.17,C02218
3303,4.3.1.17,C20904
3304,4.3.1.17,C00065
3308,4.3.1.18,C00022
3310,4.3.1.18,C02218
3312,4.3.1.18,C20904
3313,4.3.1.18,C00740
3317,4.3.1.19,C00109
3319,4.3.1.19,C17234
3321,4.3.1.19,C20905
3322,4.3.1.19,C00188
3326,4.3.1.25,C00423
3328,4.3.1.25,C00811
3329,4.3.1.25,C00079
3330,4.3.1.25,C00082
3331,4.3.2.2,C00122
3333,4.3.2.2,C04677
3334,4.3.2.2,C03794
3335,4.3.2.2,C04823
3336,4.3.2.10,C04677
3337,4.3.2.10,C04666
3338,4.3.2.10,C00025
3341,4.3.2.10,C04916
3342,4.3.2.10,C00064
3346,4.3.3.6,C00025
3350,4.3.3.6,C00117
3351,4.3.3.6,C00118
3352,4.3.3.6,C00064
3355,4.4.1.1,C00097
3356,4.4.1.1,C00109
3358,4.4.1.1,C17234
3359,4.4.1.1,C20905
3360,4.4.1.1,C02291
3364,4.4.1.2,C00283
3366,4.4.1.2,C00109
3367,4.4.1.2,C17234
3368,4.4.1.2,C20905
3369,4.4.1.2,C00155
3373,4.4.1.11,C00409
3375,4.4.1.11,C00109
3376,4.4.1.11,C17234
3377,4.4.1.11,C20905
3378,4.4.1.11,C00073
3382,4.4.1.13,C00145
3384,4.4.1.13,C00022
3385,4.4.1.13,C02218
3386,4.4.1.13,C20904
3387,4.4.1.13,C02882
3391,4.4.1.23,C03576
3392,4.4.1.23,C11507
3393,4.4.1.23,C11496
3394,4.4.1.23,C11498
3395,4.4.1.25,C00022
3397,4.4.1.25,C02218
3398,4.4.1.25,C20904
3399,4.4.1.25,C00506
3403,4.4.1.28,C00283
3405,4.4.1.28,C00022
3406,4.4.1.28,C02218
3407,4.4.1.28,C20904
3408,4.4.1.28,C00097
3412,4.4.1.35,C01962
3413,4.4.1.35,C00022
3415,4.4.1.35,C02218
3416,4.4.1.35,C20904
3417,4.4.1.35,C00491
3421,4.4.1.36,C05570
3422,4.4.1.36,C00022
3425,4.4.1.36,C21731
3427,4.4.1.36,C20994
3431,4.4.1.37,C21878
3434,4.4.1.37,C21877
3435,4.4.1.37,C21767
3436,4.4.1.37,C21879
3437,4.4.1.37,C21851
3442,4.5.1.2,C00022
3443,4.5.1.2,C00698
3445,4.5.1.2,C02218
3446,4.5.1.2,C20904
3447,4.5.1.2,C02634
3452,4.6.1.19,C00046
3456,4.99.1.10,C05797
3457,4.99.1.10,C00305
3458,4.99.1.10,C18021
3459,4.99.1.10,C05306
3461,4.99.1.10,C02139
3462,5.1.1.14,C17351
3463,5.1.1.14,C01941
3464,5.1.1.14,C17352
3465,5.1.1.14,C00927
3466,5.1.1.22,C21513
3467,5.1.1.22,C21514
3468,5.1.1.22,C08269
3469,5.1.1.22,C10172
3470,5.1.3.31,C00764
3471,5.1.3.31,C00095
3472,5.1.3.31,C00795
3473,5.1.3.31,C06468
3474,5.1.99.6,C04856
3475,5.1.99.6,C04899
3476,5.1.99.6,C20482
3477,5.1.99.6,C20483
3478,5.3.1.35,C21612
3479,5.3.1.35,C03064
3480,5.3.1.35,C21618
3481,5.3.1.35,C21617
3482,5.3.99.8,C08585
3483,5.3.99.8,C08584
3484,5.3.99.8,C08614
3485,5.3.99.8,C08579
3486,5.4.2.11,C00197
3487,5.4.2.11,C01159
3488,5.4.2.11,C00631
3490,5.4.3.3,C01186
3491,5.4.3.3,C05161
3492,5.4.3.3,C01142
3493,5.4.3.3,C00739
3494,5.5.1.24,C15882
3495,5.5.1.24,C15883
3496,5.5.1.24,C20737
3497,5.5.1.24,C20738
3498,5.5.1.24,C14151
3499,5.5.1.24,C02483
3500,5.5.1.24,C14156
3501,5.5.1.24,C14155
3502,5.5.1.27,C00679
3503,5.5.1.27,C20896
3504,5.5.1.27,C21095
3505,6.1.2.2,C18001
3509,6.1.2.2,C20684
3510,6.1.2.2,C20699
3511,6.1.2.2,C00397
3512,6.1.2.2,C00169
3516,6.1.2.2,C01822
3519,6.2.1.7,C01794
3521,6.2.1.7,C00695
3526,6.2.1.39,C00025
3530,6.2.1.49,C00638
3533,6.2.1.50,C21497
3535,6.2.1.50,C00156
3540,6.2.1.51,C21446
3541,6.2.1.51,C21448
3544,6.2.1.53,C20656
3546,6.2.1.53,C00148
3551,6.2.1.54,C00133
3554,6.2.1.55,C21901
3556,6.2.1.55,C21900
3558,6.3.1.9,C05730
3561,6.3.1.9,C02090
3562,6.3.1.9,C00051
3563,6.3.1.9,C00315
3568,6.3.1.10,C06509
3569,6.3.1.10,C06508
3571,6.3.1.10,C06507
3572,6.3.1.10,C04122
3573,6.3.1.10,C03194
3574,6.3.1.20,C16237
3577,6.3.1.20,C16238
3579,6.3.1.20,C16241
3580,6.3.1.20,C16240
3584,6.3.2.47,C20962
3585,6.3.2.47,C20963
3586,6.3.2.47,C20964
3587,6.3.2.47,C20965
3589,6.3.2.47,C20966
3590,6.3.2.47,C00183
3591,6.3.2.47,C00407
3592,6.3.2.47,C00123
3593,6.3.2.47,C20967
3596,6.3.4.2,C00063
3597,6.3.4.2,C00025
3600,6.3.4.2,C00075
3601,6.3.4.2,C00064
3606,6.3.4.16,C00169
3607,6.3.4.16,C20969
3608,6.3.4.16,C01563
3611,6.3.4.16,C00288
3616,6.3.5.2,C00144
3617,6.3.5.2,C00025
3620,6.3.5.2,C00655
3621,6.3.5.2,C00064
3626,6.3.5.4,C00152
3627,6.3.5.4,C00025
3630,6.3.5.4,C00049
3631,6.3.5.4,C00064
3636,6.3.5.5,C00025
3637,6.3.5.5,C00169
3639,6.3.5.5,C20969
3640,6.3.5.5,C01563
3642,6.3.5.5,C00064
3643,6.3.5.5,C00288
3650,6.3.5.11,C06504
3651,6.3.5.11,C00025
3652,6.3.5.11,C19724
3654,6.3.5.11,C05773
3655,6.3.5.11,C00064
3658,6.5.1.1,C00039
3662,6.5.1.2,C00039
3665,6.5.1.3,C00046
3672,6.5.1.5,C00144
3674,6.5.1.5,C00044
3675,6.5.1.6,C00039
3680,6.5.1.7,C00039
3684,6.5.1.7,C00144
3687,6.5.1.7,C00044
3688,6.5.1.8,C00046
3689,6.5.1.8,C00144
3691,6.5.1.8,C00044
3693,7.1.1.7,C00399
3694,7.1.1.7,C05359
3695,7.1.1.7,C00390
