,entry,KEGG,PubChem,CID,SMILES
1779,2.8.3.25,C04483,7102,222528,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1780,2.8.3.25,C00695,3963,221493,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
1776,2.8.3.25,C01794,4921,644071,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C
1782,2.8.3.25,C15560,17396552,24820763,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5CC[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C
703,2.8.3.25,C03990,6705,9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
1004,2.8.4.3,C05198,7603,439182,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1015,2.8.4.3,C00073,3373,6137,CSCC[C@@H](C(=O)O)N
1005,2.8.4.4,C05198,7603,439182,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1016,2.8.4.4,C00073,3373,6137,CSCC[C@@H](C(=O)O)N
1017,2.8.4.5,C00073,3373,6137,CSCC[C@@H](C(=O)O)N
1006,2.8.4.5,C05198,7603,439182,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1786,2.8.5.2,C21972,376219005,none,none
1082,2.8.5.2,C00126,3426,none,none
1785,2.8.5.2,C00320,3614,439208,OS(=O)(=S)[O-]
1086,2.8.5.2,C00125,3425,none,none
540,3.1.1.59,C00132,3432,887,CO
1796,3.1.1.59,C19613,135626102,11197171,CC/C(=C\CC/C(=C/C(=O)OC)/C)/CC[C@@H]1[C@](O1)(C)CC
1795,3.1.1.59,C20992,254741450,87975091,CC/C(=C\CC/C(=C/C(=O)O)/C)/CC[C@@H]1[C@](O1)(C)CC
1334,3.1.1.59,C09694,11884,5281523,C/C(=C\CC/C(=C/C(=O)OC)/C)/CC[C@@H]1C(O1)(C)C
1331,3.1.1.59,C16504,47205800,23724771,C/C(=C\CC/C(=C/C(=O)O)/C)/CC[C@@H]1C(O1)(C)C
1800,3.1.1.79,C01885,4998,none,none
1801,3.1.1.79,C00422,3712,none,none
1797,3.1.1.79,C00060,3360,none,none
1740,3.1.1.79,C00165,3465,none,none
106,3.1.1.79,C00116,3416,753,C(C(CO)O)O
1804,3.1.1.80,C11809,13973,443415,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5OC(=O)C)N3[C@@H]1O)C6=CC=CC=C6N4
396,3.1.1.80,C00033,3335,176,CC(=O)O
1805,3.1.1.80,C11810,13974,443416,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4
1803,3.1.1.80,C15985,47205298,15942893,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5OC(=O)C)N3[C@@H]1O)C6=CC=CC=C6N4C
1802,3.1.1.80,C06542,8772,44891335,CC[C@H]1[C@@H]2CC3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C
777,3.1.1.82,C18021,96024241,253193,CCC1=C(C2=NC1=CC3=C(C4=C([C@@H](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)C(=O)OC)O)C)C
1806,3.1.1.82,C18064,96024283,161456,CCC1=C(C2=NC1=CC3=C(C4=C(CC(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)O)C)C
541,3.1.1.82,C00132,3432,887,CO
1809,3.1.1.83,C11417,13591,443186,CC(CC[C@@H](CC(=O)O)C(=C)C)O
1808,3.1.1.83,C18067,96024285,23422948,CC(C)C(CCC(C)CC(=O)O)O
1807,3.1.1.83,C18066,96024284,62349,CC1CCC(OC(=O)C1)C(C)C
331,3.1.1.83,C11414,13588,443182,C[C@@H]1CC[C@@H](CC(=O)O1)C(=C)C
92,3.1.1.94,C20506,172232255,71296147,CC(=O)OCC[C@H](CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O
397,3.1.1.94,C00033,3335,176,CC(=O)O
85,3.1.1.94,C20505,172232254,71296145,CC(=O)OCC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=CC(=CC(=C4C3=O)O)O)O)O
87,3.1.1.94,C20508,172232257,161385,C1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3C2=O)O)[C@H](CCO)CO)O)O
89,3.1.1.94,C20507,172232256,71296146,C1=C(C=C2C(=C1O)C(=O)C3=C(C4=C(C=C3C2=O)O[C@@H]([C@H]4CCO)O)O)O
1656,3.1.3.56,C01243,4464,439455,[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1652,3.1.3.56,C01245,4466,439456,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1810,3.1.3.56,C01220,4442,439444,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O
1658,3.1.3.56,C01272,4491,107758,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
1723,3.1.3.73,C05775,8070,160433,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1721,3.1.3.73,C04778,7342,444941,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1615,3.1.3.73,C00194,3494,24892716,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1725,3.1.3.73,C21153,313369413,119057487,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1811,3.1.3.75,C00588,3867,1014,C[N+](C)(C)CCOP(=O)(O)O
1813,3.1.3.75,C00189,3489,700,C(CO)N
1815,3.1.3.75,C00346,3639,1015,C(COP(=O)(O)O)N
167,3.1.3.75,C00114,3414,305,C[N+](C)(C)CCO
1816,3.1.3.77,C15651,17396641,5462148,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
1817,3.1.3.77,C15650,17396640,561,CSCCC(=O)C(=O)COP(=O)(O)O
1818,3.1.3.77,C15606,17396598,5462190,CSCCC(=O)/C(=C/O)/O
1576,3.1.3.91,C00055,3357,6131,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1821,3.1.3.91,C03998,6711,135398701,CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1819,3.1.3.91,C00475,3758,6175,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1824,3.1.4.56,C05925,8213,135398608,C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](COP(=O)(O)O)O)O
1823,3.1.4.56,C20567,172232304,135911932,C1[C@@H](OP(=O)(O1)O)[C@H](C2=NC3=C(NC2)N=C(NC3=O)N)O
1822,3.1.4.56,C20566,172232303,136032517,C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](CO)OP(=O)(O)O)O
1825,3.1.4.57,C20440,163312177,14035690,C([C@@H]1[C@H]([C@@H]2[C@H](O1)OP(=O)(O2)O)O)OP(=O)(O)O
1827,3.1.6.20,C00059,3359,1118,OS(=O)(=O)O
1828,3.13.1.5,C07331,9539,10039,C(=O)=S
1250,3.13.1.5,C00283,3578,402,S
1829,3.13.1.5,C19033,124489705,6348,C(=S)=S
1830,3.2.1.169,C00140,3440,439174,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O
1524,3.2.1.169,C19802,135626269,none,none
1522,3.2.1.169,C19803,135626270,none,none
1519,3.2.1.169,C02189,5260,none,none
96,3.2.1.182,C00031,3333,5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
1504,3.2.1.182,C04831,7392,441563,COC1=CC2=C(C=C1)N(C(=O)[C@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
1508,3.2.1.182,C15770,47205096,28495,C1=CC=C2C(=C1)N(C(=O)C(O2)O)O
1502,3.2.1.182,C15772,47205098,10925943,C1=CC=C2C(=C1)N(C(=O)[C@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
1506,3.2.1.182,C04720,7292,2358,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O
97,3.2.1.191,C00031,3333,5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
1832,3.2.1.192,C20778,254741245,9918693,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C
1833,3.2.1.192,C20713,254741182,9898279,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C
1831,3.2.1.192,C20725,254741194,11679800,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C
98,3.2.1.192,C00031,3333,5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
99,3.2.1.193,C00031,3333,5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
100,3.2.1.194,C00031,3333,5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
1834,3.2.1.204,C00252,3551,439193,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O
1835,3.2.1.207,C00221,3521,64689,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
1839,3.2.2.19,C16011,47205322,none,none
1840,3.2.2.19,C01201,4426,46173712,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)NC(=NCCC[C@@H](C(=O)O)N)N)O)O)O)O
1836,3.2.2.19,C00301,3595,445794,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O
1323,3.2.2.19,C00613,3887,none,none
379,3.2.2.19,C00062,3362,6322,C(C[C@@H](C(=O)O)N)CN=C(N)N
1837,3.2.2.6,C00301,3595,445794,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O
1841,3.2.2.6,C13050,583439,123847,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN(C4=N)[C@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O
1585,3.2.2.6,C00153,3453,936,C1=CC(=CN=C1)C(=O)N
1842,3.3.2.11,C15992,47205305,227037,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]4[C@@]5([C@@]3(CC[C@@H](C5)O)C)O4)C
1843,3.3.2.11,C05418,7783,108109,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]4[C@]5([C@@]3(CC[C@@H](C5)O)C)O4)C
1,3.3.2.2,C00071,3371,none,none
1846,3.3.2.2,C00670,3939,439285,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](CO)O
1845,3.3.2.2,C04517,7130,none,none
1844,3.3.2.2,C04635,7224,none,none
1847,3.3.2.2,C01233,4454,444183,C(COP(=O)(O)OC[C@@H](CO)O)N
1849,3.3.2.9,C21775,354339118,131801220,CC1(COC1)CN(C)CC2=CC=C(C=C2)OC
1850,3.3.2.9,C16014,47205325,98511,C1=CC=C(C=C1)[C@H]2[C@H](O2)C3=CC=CC=C3
1848,3.3.2.9,C21776,354339119,81610002,CC(CN(C)CC1=CC=C(C=C1)OC)(CO)CO
1158,3.4.19.16,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
1853,3.5.1.100,C19780,135626247,6558437,C1CN[C@H](CN1)C(=O)O
1854,3.5.1.100,C19778,135626245,7006530,C1CN[C@H](CN1)C(=O)N
1852,3.5.1.100,C19779,135626246,192802,C(CN)C(=O)N
1851,3.5.1.100,C00099,3399,239,C(CN)C(=O)O
1194,3.5.1.101,C00148,3448,145742,C1C[C@H](NC1)C(=O)O
1855,3.5.1.101,C19809,135626276,6933831,C1CCN[C@@H](C1)C(=O)N
1856,3.5.1.101,C19781,135626248,111306,C1C[C@H](NC1)C(=O)N
1857,3.5.1.109,C01190,4416,none,none
1858,3.5.1.109,C00162,3462,none,none
1685,3.5.1.110,C01563,4721,277,C(=O)(N)O
1860,3.5.1.110,C20250,163311993,56927732,C/C(=C/N)/C(=O)OO
1859,3.5.1.110,C20249,163311992,46173085,C(=C\N)\C(=O)OO
951,3.5.1.110,C20232,163311975,56927741,C/C(=C/NC(=O)N)/C(=O)OO
953,3.5.1.110,C20231,163311974,46173244,C(=C\NC(=O)N)\C(=O)OO
398,3.5.1.114,C00033,3335,176,CC(=O)O
1861,3.5.1.114,C01021,4266,none,none
1798,3.5.1.114,C00060,3360,none,none
1862,3.5.1.114,C05727,8030,none,none
1863,3.5.1.114,C20735,254741203,none,none
1864,3.5.1.114,C05726,8029,none,none
1865,3.5.1.124,C02188,5259,none,none
1375,3.5.1.124,C02743,5703,none,none
1866,3.5.1.124,C01432,4615,612,CC(C(=O)O)O
1324,3.5.1.124,C00613,3887,none,none
1867,3.5.1.14,C02882,5813,none,none
399,3.5.1.14,C00033,3335,176,CC(=O)O
1799,3.5.1.14,C00060,3360,none,none
1145,3.5.1.38,C00064,3364,5961,C(CC(=O)N)[C@@H](C(=O)O)N
1869,3.5.1.38,C00049,3351,5960,C([C@@H](C(=O)O)N)C(=O)O
1872,3.5.1.38,C00152,3452,6267,C([C@@H](C(=O)O)N)C(=O)N
1159,3.5.1.38,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
1877,3.5.1.46,C20988,254741447,895,C(CCC(=O)NCCCCCC(=O)O)CCN
1875,3.5.1.46,C01255,4475,895,C(CCC(=O)NCCCCCC(=O)O)CCN
1876,3.5.1.46,C02378,5420,564,C(CCC(=O)O)CCN
273,3.5.1.99,C00712,3978,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O
247,3.5.1.99,C00219,3519,444899,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
1814,3.5.1.99,C00189,3489,700,C(CO)N
1878,3.5.1.99,C11695,13860,5281969,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
1879,3.5.1.99,C19670,135626138,5283387,CCCCCCCC/C=C\CCCCCCCC(=O)N
1883,3.5.3.21,C06382,8618,440998,C(NC(=O)N)NC(=O)O
1882,3.5.3.21,C06381,8617,61645,C(NC(=O)N)NC(=O)N
1881,3.5.3.21,C06384,8620,13842,C(NC(=O)N)O
1880,3.5.3.21,C06383,8619,440999,C(N)NC(=O)N
1886,3.5.4.17,C00130,3430,135398640,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1884,3.5.4.17,C00104,3404,135398651,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O
1889,3.5.4.17,C00081,3381,135398643,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1893,3.5.4.45,C08734,10927,12584,C1(=NC(=O)NC(=O)N1)N
1892,3.5.4.45,C08737,10930,7955,C1(=NC(=NC(=N1)N)N)N
1891,3.5.4.45,C08733,10926,135408770,C1(=NC(=NC(=O)N1)N)N
1820,3.5.4.5,C00475,3758,6175,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1563,3.5.4.5,C00526,3809,13712,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O
1894,3.5.4.5,C00881,4137,13711,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O
1565,3.5.4.5,C00299,3593,6029,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1895,3.5.5.4,C02512,5522,439742,C(C#N)[C@@H](C(=O)O)N
1870,3.5.5.4,C00049,3351,5960,C([C@@H](C(=O)O)N)C(=O)O
1873,3.5.5.4,C00152,3452,6267,C([C@@H](C(=O)O)N)C(=O)N
1908,3.5.99.10,C20904,254741367,5288980,CC(=N)C(=O)O
121,3.5.99.10,C00022,3324,1060,CC(=O)C(=O)O
1902,3.5.99.10,C20905,254741368,18454345,CCC(=N)C(=O)O
1896,3.5.99.10,C00109,3409,58,CCC(=O)C(=O)O
1919,3.5.99.2,C20267,163312007,66762,CC1=NC=C(C(=N1)N)CN
1920,3.5.99.2,C00378,3668,1130,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
1921,3.5.99.2,C01279,4498,777,CC1=NC=C(C(=N1)N)CO
1922,3.5.99.2,C04294,6954,1136,CC1=C(SC=N1)CCO
1923,3.5.99.7,C01234,4455,535,C1CC1(C(=O)O)N
1924,3.5.99.7,C17234,96023642,6449989,C/C=C(/C(=O)O)\N
1897,3.5.99.7,C00109,3409,58,CCC(=O)C(=O)O
1903,3.5.99.7,C20905,254741368,18454345,CCC(=N)C(=O)O
1929,3.6.1.5,C00454,3740,none,none
1930,3.6.1.5,C01117,4348,none,none
1706,3.6.1.5,C00201,3501,none,none
1838,3.6.1.53,C00301,3595,445794,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O
1812,3.6.1.53,C00588,3867,1014,C[N+](C)(C)CCOP(=O)(O)O
1931,3.6.1.53,C00307,3601,13804,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O
1932,3.6.1.53,C00117,3417,439167,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O
1577,3.6.1.53,C00055,3357,6131,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1939,3.6.1.60,C20198,163311941,193491,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1936,3.6.1.60,C03483,6295,14003,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1937,3.6.1.60,C20190,163311933,123694,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
1934,3.6.1.60,C04058,6757,440210,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
1938,3.6.1.61,C20190,163311933,123694,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
1940,3.6.1.61,C01260,4479,21706,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
1935,3.6.1.61,C04058,6757,440210,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
1885,3.6.1.64,C00104,3404,135398651,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O
1943,3.6.1.64,C01344,4549,135398667,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)O)O
1887,3.6.1.64,C00130,3430,135398640,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1941,3.6.1.64,C06196,8446,135398614,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)O)O
1944,3.6.1.65,C00458,3742,65091,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1695,3.6.1.65,C00239,3538,13945,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
1711,3.6.1.65,C00063,3363,6176,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1578,3.6.1.65,C00055,3357,6131,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1945,3.6.1.66,C00655,3925,73323,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O
1947,3.6.1.66,C00700,3968,439296,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O
1948,3.6.1.66,C01345,4550,135398616,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1890,3.6.1.66,C00081,3381,135398643,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1888,3.6.1.66,C00130,3430,135398640,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1942,3.6.1.66,C06196,8446,135398614,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)O)O
227,3.7.1.14,C12624,583014,45108157,C(=C\C(=O)/C=C/C(=O)O)\C=C(/C(=O)O)\O
1949,3.7.1.14,C00122,3422,444972,C(=C/C(=O)O)\C(=O)O
233,3.7.1.14,C04479,7099,9543133,C(CC(=O)O)C(=O)/C=C\C=C(/C(=O)O)\O
299,3.7.1.14,C00042,3344,1110,C(CC(=O)O)C(=O)O
1953,3.7.1.21,C09821,12009,11966191,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4=O)O
1952,3.7.1.21,C09825,12013,9543137,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4C(CCCC4=O)O)O
